sequenceID	locus_name	locus_numeric_id	record_id	organism	Species	Group	Class	Superorder	Order	host_family	host_genus	target_datatype	target_version	target_name	scaffold	orientation	extract_start	extract_end	locus_structure	sequence_length
Microcaecilia_unicolor_350509472	ecv-circo.150-microcaecilia	150	2122	Microcaecilia_unicolor	Microcaecilia unicolor	Vertebrates	Amphibia	Unclassified	Gymnophiona	Siphonopidae	Microcaecilia	low_coverage	aMicUni1.1	GCF_901765095.1_aMicUni1.1_genomic.fna	NC_044033.1	+	350509472	350509633	Rep[Mink-circovirus(+)]	162
Microcaecilia_unicolor_13711022	ecv-circo.150-microcaecilia	150	2183	Microcaecilia_unicolor	Microcaecilia unicolor	Vertebrates	Amphibia	Unclassified	Gymnophiona	Siphonopidae	Microcaecilia	low_coverage	aMicUni1.1	GCF_901765095.1_aMicUni1.1_genomic.fna	NC_044031.1	-	13711022	13711195	Rep[Silurus-glanis-circovirus(-)]	174
Gallirallus_okinawae_6372	ecv-circo.5-gallirallus	5	2289	Gallirallus_okinawae	Gallirallus okinawae	Vertebrates	Aves	Neognathae	Gruiformes	Rallidae	Gallirallus	low_coverage	Gallirallus_okinawae_ver1.0	GCA_002003005.1_Gallirallus_okinawae_ver1.0_genomic.fna	BDFH01008939.1	-	6372	6635	Rep[Gull-circovirus(-)]	264
Hemignathus_virens_104507859	ecv-circo.1-passeriformes-con	1	1524	Hemignathus_virens	Hemignathus virens	Vertebrates	Aves	Neognathae	Passeriformes	Fringillidae	Hemignathus	low_coverage	ASM328649v1	GCA_003286495.1_ASM328649v1_genomic.fna	LTAT01000001.1	+	104507859	104508419	Rep[Zebra-finch-circovirus(+)]	561
Serinus_canaria_2938709	ecv-circo.2-psittaciformes-con	2	1812	Serinus_canaria	Serinus canaria	Vertebrates	Aves	Neognathae	Passeriformes	Fringillidae	Serinus	low_coverage	ncbi_100	9135_ref_SCA1_chrUn.fa	gi|668343355|ref|NW_007931126.1|	+	2938709	2939050	Rep[Raven-circovirus(+)]	342
Serinus_canaria_419	ecv-circo.2-psittaciformes-con	2	2001	Serinus_canaria	Serinus canaria	Vertebrates	Aves	Neognathae	Passeriformes	Fringillidae	Serinus	low_coverage	ncbi_100	9135_ref_SCA1_chrUn.fa	gi|668298665|ref|NW_007975816.1|	+	419	703	Rep[Starling-circovirus(+)]	285
Serinus_canaria_6116815	ecv-circo.2-psittaciformes-con	2	2067	Serinus_canaria	Serinus canaria	Vertebrates	Aves	Neognathae	Passeriformes	Fringillidae	Serinus	low_coverage	ncbi_100	9135_ref_SCA1_chrUn.fa	gi|668343340|ref|NW_007931141.1|	-	6116815	6117411	Rep[Zebra-finch-circovirus(-)]	597
Molothrus_ater_103814105	ecv-circo.1-passeriformes-con	1	1459	Molothrus_ater	Molothrus ater	Vertebrates	Aves	Neognathae	Passeriformes	Icteridae	Molothrus	low_coverage	BPBGC_Mater_1.0	GCA_012460135.1_BPBGC_Mater_1.0_genomic.fna	CM022840.1	-	103814105	103814932	Rep[Zebra-finch-circovirus(-)]	828
Setophaga_coronata_2154634	ecv-circo.1-passeriformes-con	1	2203	Setophaga_coronata	Setophaga coronata	Vertebrates	Aves	Neognathae	Passeriformes	Parulidae	Setophaga	low_coverage	mywagenomev1.1	GCA_001746935.1_mywagenomev1.1_genomic.fna	MDLI01000088.1	+	2154634	2155395	Rep[Raven-circovirus(+)]	762
Junco_hyemalis_6016511	ecv-circo.1-passeriformes-con	1	2134	Junco_hyemalis	Junco hyemalis	Vertebrates	Aves	Neognathae	Passeriformes	Passerellidae	Junco	low_coverage	ASM382977v1	GCA_003829775.1_ASM382977v1_genomic.fna	QZWM01000963.1	+	6016511	6017059	Rep[Zebra-finch-circovirus(+)]	549
Zonotrichia_albicollis_441773	ecv-circo.1-passeriformes-con	1	2375	Zonotrichia_albicollis	Zonotrichia albicollis	Vertebrates	Aves	Neognathae	Passeriformes	Passerellidae	Zonotrichia	low_coverage	1.0.1	44394_ref_Zonotrichia_albicollis-1.0.1_chrUn.fa	gi|538541907|ref|NW_005081687.1|	+	441773	442723	Rep[Zebra-finch-circovirus(+)]	951
Phylloscopus_plumbeitarsus_114	ecv-circo.1-passeriformes-con	1	1585	Phylloscopus_plumbeitarsus	Phylloscopus plumbeitarsus	Vertebrates	Aves	Neognathae	Passeriformes	Phylloscopidae	Phylloscopus	low_coverage	GWplu1.0	GCA_001655115.1_GWplu1.0_genomic.fna	LXOY01109063.1	-	114	368	capsid[Gull-circovirus(-)]	255
Phylloscopus_trochiloides_viridanus_938	ecv-circo.1-passeriformes-con	1	2336	Phylloscopus_trochiloides_viridanus	Phylloscopus trochiloides viridanus	Vertebrates	Aves	Neognathae	Passeriformes	Phylloscopidae	Phylloscopus	low_coverage	GWvir1.0	GCA_001655095.1_GWvir1.0_genomic.fna	LXPA01016818.1	+	938	1192	capsid[Gull-circovirus(+)]	255
Geospiza_fortis_4240020	ecv-circo.1-passeriformes-con	1	2022	Geospiza_fortis	Geospiza fortis	Vertebrates	Aves	Neognathae	Passeriformes	Thraupidae	Geospiza	low_coverage	goldenpath_geoFor1	geoFor1.fa_1.fa	JH739928	+	4240020	4240880	Rep[Starling-circovirus(+)]	861
Sporophila_hypoxantha_1785598	ecv-circo.1-passeriformes-con	1	1908	Sporophila_hypoxantha	Sporophila hypoxantha	Vertebrates	Aves	Neognathae	Passeriformes	Thraupidae	Sporophila	low_coverage	SpoHypox2.0	GCA_002167245.1_SpoHypox2.0_genomic.fna	NDFG01001769.1	-	1785598	1786372	Rep[Finch-circovirus(-)]	775
Egretta_garzetta_410288	ecv-circo.7-egretta	7	2319	Egretta_garzetta	Egretta garzetta	Vertebrates	Aves	Neognathae	Pelecaniformes	Ardeidae	Egretta	low_coverage	bgi_2011-10-28	Egretta_garzetta.scaf.noBacterial.fa	scaffold453	-	410288	410425	Rep[Dragonfly-cyclovirus-2(-)]	138
Agapornis_roseicollis_2	ecv-circo.2-psittaciformes-con	2	1493	Agapornis_roseicollis	Agapornis roseicollis	Vertebrates	Aves	Neognathae	Psittaciformes	Psittacidae	Agapornis	low_coverage	ASM263189v1	GCA_002631895.1_ASM263189v1_genomic.fna	NDXB01042494.1	-	2	178	Rep[Mink-circovirus(-)]	177
Agapornis_roseicollis_1	ecv-circo.2-psittaciformes-con	2	1949	Agapornis_roseicollis	Agapornis roseicollis	Vertebrates	Aves	Neognathae	Psittaciformes	Psittacidae	Agapornis	low_coverage	ASM263189v1	GCA_002631895.1_ASM263189v1_genomic.fna	NDXB01029727.1	-	1	216	Rep[Barbel-circovirus(-)]	216
Agapornis_roseicollis_9084	ecv-circo.2-psittaciformes-con	2	1992	Agapornis_roseicollis	Agapornis roseicollis	Vertebrates	Aves	Neognathae	Psittaciformes	Psittacidae	Agapornis	low_coverage	ASM263189v1	GCA_002631895.1_ASM263189v1_genomic.fna	NDXB01015985.1	+	9084	9992	Rep[Mink-circovirus(+)]	909
Agapornis_roseicollis_1	ecv-circo.2-psittaciformes-con	2	2002	Agapornis_roseicollis	Agapornis roseicollis	Vertebrates	Aves	Neognathae	Psittaciformes	Psittacidae	Agapornis	low_coverage	ASM263189v1	GCA_002631895.1_ASM263189v1_genomic.fna	NDXB01007873.1	+	1	771	Rep[Mink-circovirus(+)]	771
Agapornis_roseicollis_33	ecv-circo.2-psittaciformes-con	2	2411	Agapornis_roseicollis	Agapornis roseicollis	Vertebrates	Aves	Neognathae	Psittaciformes	Psittacidae	Agapornis	low_coverage	ASM263189v1	GCA_002631895.1_ASM263189v1_genomic.fna	NDXB01025889.1	-	33	206	Rep[Beak-and-feather-disease-virus(-)]	174
Amazona_aestiva_45091	ecv-circo.2-psittaciformes-con	2	1721	Amazona_aestiva	Amazona aestiva	Vertebrates	Aves	Neognathae	Psittaciformes	Psittacidae	Amazona	low_coverage	ASM142067v1	GCA_001420675.1_ASM142067v1_genomic.fa	LMAW01000593.1	+	45091	45765	capsid[Porcine-circovirus-2(+)]	675
Amazona_vittata_3365	ecv-circo.2-psittaciformes-con	2	1409	Amazona_vittata	Amazona vittata	Vertebrates	Aves	Neognathae	Psittaciformes	Psittacidae	Amazona	low_coverage	AV1	GCA_000332375.1_AV1_genomic.fna	KB264869.1	+	3365	4731	capsid[Porcine-circovirus-1(+)]	1367
Amazona_vittata_8443	ecv-circo.2-psittaciformes-con	2	2235	Amazona_vittata	Amazona vittata	Vertebrates	Aves	Neognathae	Psittaciformes	Psittacidae	Amazona	low_coverage	AV1	GCA_000332375.1_AV1_genomic.fna	KB274708.1	-	8443	9118	capsid[Porcine-circovirus-2(-)]	676
Ara_macao_8544	ecv-circo.2-psittaciformes-con	2	1976	Ara_macao	Ara macao	Vertebrates	Aves	Neognathae	Psittaciformes	Psittacidae	Ara	low_coverage	SMACv1.1	GCA_000400695.1_SMACv1.1_genomic.fa	KE028244.1	-	8544	9197	capsid[Porcine-circovirus-2(-)]	654
Eupsittula_pertinax_152345356	ecv-circo.2-psittaciformes-con	2	2210	Eupsittula_pertinax	Eupsittula pertinax	Vertebrates	Aves	Neognathae	Psittaciformes	Psittacidae	Eupsittula	low_coverage	ASM1131718v1	GCA_011317185.1_ASM1131718v1_genomic.fna	WUQE01007556.1	+	152345356	152346008	capsid[Porcine-circovirus-2(+)]	653
Guaruba_guarouba_33323	ecv-circo.2-psittaciformes-con	2	1302	Guaruba_guarouba	Guaruba guarouba	Vertebrates	Aves	Neognathae	Psittaciformes	Psittacidae	Guaruba	low_coverage	ASM1180009v1	GCA_011800095.1_ASM1180009v1_genomic.fna	JAABOC010001853.1	+	33323	33975	Cap[Mulard-duck-circovirus(+)]	653
Nestor_notabilis_75800	ecv-circo.2-psittaciformes-con	2	2368	Nestor_notabilis	Nestor notabilis	Vertebrates	Aves	Neognathae	Psittaciformes	Psittacidae	Nestor	low_coverage	bgi_2011-10-28	Nestor_notabilis.scaf.noBacterial.fa	scaffold7610	-	75800	76219	Rep[Mink-circovirus(-)]	420
Pionus_senilis_37856310	ecv-circo.2-psittaciformes-con	2	1410	Pionus_senilis	Pionus senilis	Vertebrates	Aves	Neognathae	Psittaciformes	Psittacidae	Pionus	low_coverage	ASM1176272v1	GCA_011762725.1_ASM1176272v1_genomic.fna	WURU01006779.1	+	37856310	37857224	replication-associated-protein[Gastropod-associated-circular-ssDNA-virus(+)]	915
Pionus_senilis_52	ecv-circo.2-psittaciformes-con	2	1922	Pionus_senilis	Pionus senilis	Vertebrates	Aves	Neognathae	Psittaciformes	Psittacidae	Pionus	low_coverage	ASM1176272v1	GCA_011762725.1_ASM1176272v1_genomic.fna	WURU01187005.1	-	52	414	Rep[Anguilla-anguilla-circovirus(-)]	363
Pionus_senilis_25	ecv-circo.2-psittaciformes-con	2	2359	Pionus_senilis	Pionus senilis	Vertebrates	Aves	Neognathae	Psittaciformes	Psittacidae	Pionus	low_coverage	ASM1176272v1	GCA_011762725.1_ASM1176272v1_genomic.fna	WURU01357921.1	-	25	366	capsid[Porcine-circovirus-2(-)]	342
Psittacula_krameri_256543	ecv-circo.2-psittaciformes-con	2	1474	Psittacula_krameri	Psittacula krameri	Vertebrates	Aves	Neognathae	Psittaciformes	Psittacidae	Psittacula	low_coverage	P.krameri1.0	GCA_002870145.1_P.krameri1.0_genomic.fna	NFZL01001157.1	+	256543	256716	capsid[Porcine-circovirus-1(+)]	174
Psittacula_krameri_6134809	ecv-circo.2-psittaciformes-con	2	2221	Psittacula_krameri	Psittacula krameri	Vertebrates	Aves	Neognathae	Psittaciformes	Psittacidae	Psittacula	low_coverage	P.krameri1.0	GCA_002870145.1_P.krameri1.0_genomic.fna	NFZL01000322.1	+	6134809	6135159	putative-capsid[Swan-circovirus(+)]	351
Strigops_habroptilus_25936	ecv-circo.2-psittaciformes-con	2	2342	Strigops_habroptilus	Strigops habroptilus	Vertebrates	Aves	Neognathae	Psittaciformes	Psittacidae	Strigops	low_coverage	bStrHab1_v1	GCA_004011185.1_bStrHab1_v1.h_genomic.fna	RXXF01000146.1	+	25936	26121	Rep[Mink-circovirus(+)]	186
Melopsittacus_undulatus_9079676	ecv-circo.2-psittaciformes-con	2	1453	Melopsittacus_undulatus	Melopsittacus undulatus	Vertebrates	Aves	Neognathae	Psittaciformes	Psittaculidae	Melopsittacus	low_coverage	goldenpath_melUnd1	melUnd1.fa_2.fa	JH556610	+	9079676	9079846	capsid[Porcine-circovirus-1(+)]	171
Tinamus_guttatus_4897	ecv-circo.4-tinamou-con	4	1691	Tinamus_guttatus	Tinamus guttatus	Vertebrates	Aves	Palaeognathae	Tinamiformes	Tinamidae	Tinamus	low_coverage	bgi_2011-10-28	Tinamus_major.scaf.noBacterial.fa	scaffold13393	-	4897	5775	Rep[Gull-circovirus(-)]	879
Tinamus_guttatus_64	ecv-circo.4-tinamou-con	4	2029	Tinamus_guttatus	Tinamus guttatus	Vertebrates	Aves	Palaeognathae	Tinamiformes	Tinamidae	Tinamus	low_coverage	bgi_2011-10-28	Tinamus_major.scaf.noBacterial.fa	C16032422	-	64	714	capsid[Gull-circovirus(-)]	651
Ailurus_fulgens_159625	ecv-circo.51-carnivora	51	1378	Ailurus_fulgens	Ailurus fulgens	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Ailuridae	Ailurus	low_coverage	ASM200746v1	GCA_002007465.1_ASM200746v1_genomic.fna	LNAC01000314.1	-	159625	160149	Rep-consensus[Carnivore-endogenous-circovirus(-)]	525
Ailurus_fulgens_355930	ecv-circo.51-carnivora	51	1488	Ailurus_fulgens	Ailurus fulgens	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Ailuridae	Ailurus	low_coverage	ASM200746v1	GCA_002007465.1_ASM200746v1_genomic.fna	LNAC01000991.1	+	355930	356681	Rep-consensus[Carnivore-endogenous-circovirus(+)]	752
Ailurus_fulgens_114206	ecv-circo.51-carnivora	51	1498	Ailurus_fulgens	Ailurus fulgens	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Ailuridae	Ailurus	low_coverage	ASM200746v1	GCA_002007465.1_ASM200746v1_genomic.fna	LNAC01000184.1	+	114206	114664	Rep-consensus[Carnivore-endogenous-circovirus(+)]	459
Ailurus_fulgens_502333	ecv-circo.51-carnivora	51	1631	Ailurus_fulgens	Ailurus fulgens	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Ailuridae	Ailurus	low_coverage	ASM200746v1	GCA_002007465.1_ASM200746v1_genomic.fna	LNAC01000523.1	+	502333	503080	Rep-consensus[Carnivore-endogenous-circovirus(+)]	748
Ailurus_fulgens_22906	ecv-circo.51-carnivora	51	1668	Ailurus_fulgens	Ailurus fulgens	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Ailuridae	Ailurus	low_coverage	ASM200746v1	GCA_002007465.1_ASM200746v1_genomic.fna	LNAC01000703.1	-	22906	23630	Rep-consensus[Carnivore-endogenous-circovirus(-)]	725
Ailurus_fulgens_339939	ecv-circo.51-carnivora	51	1669	Ailurus_fulgens	Ailurus fulgens	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Ailuridae	Ailurus	low_coverage	ASM200746v1	GCA_002007465.1_ASM200746v1_genomic.fna	LNAC01000223.1	+	339939	340286	Rep-consensus[Carnivore-endogenous-circovirus(+)]	348
Ailurus_fulgens_21468	ecv-circo.51-carnivora	51	1759	Ailurus_fulgens	Ailurus fulgens	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Ailuridae	Ailurus	low_coverage	ASM200746v1	GCA_002007465.1_ASM200746v1_genomic.fna	LNAC01000083.1	-	21468	22195	Rep-consensus[Carnivore-endogenous-circovirus(-)]	728
Ailurus_fulgens_291687	ecv-circo.51-carnivora	51	1770	Ailurus_fulgens	Ailurus fulgens	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Ailuridae	Ailurus	low_coverage	ASM200746v1	GCA_002007465.1_ASM200746v1_genomic.fna	LNAC01000223.1	+	291687	292383	Rep-consensus[Carnivore-endogenous-circovirus(+)]	697
Ailurus_fulgens_885318	ecv-circo.51-carnivora	51	1864	Ailurus_fulgens	Ailurus fulgens	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Ailuridae	Ailurus	low_coverage	ASM200746v1	GCA_002007465.1_ASM200746v1_genomic.fna	LNAC01000400.1	-	885318	886075	Rep-consensus[Carnivore-endogenous-circovirus(-)]	758
Ailurus_fulgens_11654	ecv-circo.51-carnivora	51	1888	Ailurus_fulgens	Ailurus fulgens	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Ailuridae	Ailurus	low_coverage	ASM200746v1	GCA_002007465.1_ASM200746v1_genomic.fna	LNAC01001621.1	-	11654	12315	Rep-consensus[Carnivore-endogenous-circovirus(-)]	662
Ailurus_fulgens_69343	ecv-circo.51-carnivora	51	1913	Ailurus_fulgens	Ailurus fulgens	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Ailuridae	Ailurus	low_coverage	ASM200746v1	GCA_002007465.1_ASM200746v1_genomic.fna	LNAC01000184.1	+	69343	70029	Rep-consensus[Carnivore-endogenous-circovirus(+)]	687
Ailurus_fulgens_211285	ecv-circo.51-carnivora	51	2009	Ailurus_fulgens	Ailurus fulgens	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Ailuridae	Ailurus	low_coverage	ASM200746v1	GCA_002007465.1_ASM200746v1_genomic.fna	LNAC01001293.1	+	211285	212147	Rep-consensus[Carnivore-endogenous-circovirus(+)]	863
Ailurus_fulgens_461978	ecv-circo.51-carnivora	51	2256	Ailurus_fulgens	Ailurus fulgens	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Ailuridae	Ailurus	low_coverage	ASM200746v1	GCA_002007465.1_ASM200746v1_genomic.fna	LNAC01000352.1	+	461978	462769	Rep[Silurus-glanis-circovirus(+)]	792
Ailurus_fulgens_934380	ecv-circo.51-carnivora	51	2333	Ailurus_fulgens	Ailurus fulgens	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Ailuridae	Ailurus	low_coverage	ASM200746v1	GCA_002007465.1_ASM200746v1_genomic.fna	LNAC01000507.1	-	934380	934688	Rep-consensus[Carnivore-endogenous-circovirus(-)]	309
Ailurus_fulgens_269586	ecv-circo.51-carnivora	51	2439	Ailurus_fulgens	Ailurus fulgens	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Ailuridae	Ailurus	low_coverage	ASM200746v1	GCA_002007465.1_ASM200746v1_genomic.fna	LNAC01001182.1	+	269586	270081	Rep-consensus[Carnivore-endogenous-circovirus(+)]	496
Canis_familiaris_34311813	ecv-circo.51-carnivora	51	1355	Canis_familiaris	Canis familiaris	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Canidae	Canis	low_coverage	goldenpath_canFam3	canFam3.fa	chr17	+	34311813	34312019	Rep[Barbel-circovirus(+)]	207
Canis_familiaris_30121161	ecv-circo.51-carnivora	51	1428	Canis_familiaris	Canis familiaris	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Canidae	Canis	low_coverage	goldenpath_canFam3	canFam3.fa	chr5	-	30121161	30121871	Rep-consensus[Carnivore-endogenous-circovirus(-)]	711
Canis_familiaris_55022597	ecv-circo.51-carnivora	51	1717	Canis_familiaris	Canis familiaris	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Canidae	Canis	low_coverage	goldenpath_canFam3	canFam3.fa	chr15	-	55022597	55023071	Rep-consensus[Carnivore-endogenous-circovirus(-)]	475
Canis_familiaris_21185486	ecv-circo.51-carnivora	51	2363	Canis_familiaris	Canis familiaris	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Canidae	Canis	low_coverage	goldenpath_canFam3	canFam3.fa	chr16	+	21185486	21185611	Rep[Cyclovirus-VN(+)]	126
Canis_familiaris_61388311	ecv-circo.51-carnivora	51	2407	Canis_familiaris	Canis familiaris	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Canidae	Canis	low_coverage	goldenpath_canFam3	canFam3.fa	chr22	+	61388311	61389322	Rep[Starling-circovirus(+)]	1012
Canis_lupus_dingo_20362952	ecv-circo.51-carnivora	51	1521	Canis_lupus_dingo	Canis lupus dingo	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Canidae	Canis	low_coverage	ASM325472v1	GCA_003254725.1_ASM325472v1_genomic.fna	QKWQ01000528.1	-	20362952	20363077	Rep[Cyclovirus-VN(-)]	126
Canis_lupus_dingo_29929992	ecv-circo.51-carnivora	51	1709	Canis_lupus_dingo	Canis lupus dingo	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Canidae	Canis	low_coverage	ASM325472v1	GCA_003254725.1_ASM325472v1_genomic.fna	QKWQ01001382.1	-	29929992	29930198	Rep[Barbel-circovirus(-)]	207
Canis_lupus_dingo_8878	ecv-circo.51-carnivora	51	1912	Canis_lupus_dingo	Canis lupus dingo	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Canidae	Canis	low_coverage	ASM325472v1	GCA_003254725.1_ASM325472v1_genomic.fna	QKWQ01001539.1	+	8878	9588	Rep-consensus[Carnivore-endogenous-circovirus(+)]	711
Canis_lupus_dingo_37888808	ecv-circo.51-carnivora	51	2040	Canis_lupus_dingo	Canis lupus dingo	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Canidae	Canis	low_coverage	ASM325472v1	GCA_003254725.1_ASM325472v1_genomic.fna	QKWQ01001620.1	-	37888808	37889035	Rep-consensus[Carnivore-endogenous-circovirus(-)]	228
Canis_lupus_dingo_75233	ecv-circo.51-carnivora	51	2126	Canis_lupus_dingo	Canis lupus dingo	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Canidae	Canis	low_coverage	ASM325472v1	GCA_003254725.1_ASM325472v1_genomic.fna	QKWQ01001125.1	-	75233	75943	Rep-consensus[Carnivore-endogenous-circovirus(-)]	711
Lycaon_pictus_55022576	ecv-circo.51-carnivora	51	1683	Lycaon_pictus	Lycaon pictus	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Canidae	Lycaon	low_coverage	LycPicSAfr1.0	GCA_001887905.1_LycPicSAfr1.0_genomic.fna	CM007580.1	-	55022576	55022803	Rep-consensus[Carnivore-endogenous-circovirus(-)]	228
Lycaon_pictus_30121041	ecv-circo.51-carnivora	51	1798	Lycaon_pictus	Lycaon pictus	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Canidae	Lycaon	low_coverage	LycPicSAfr1.0	GCA_001887905.1_LycPicSAfr1.0_genomic.fna	CM007569.1	-	30121041	30121751	Rep-consensus[Carnivore-endogenous-circovirus(-)]	711
Lycaon_pictus_61339908	ecv-circo.51-carnivora	51	2324	Lycaon_pictus	Lycaon pictus	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Canidae	Lycaon	low_coverage	LycPicSAfr1.0	GCA_001887905.1_LycPicSAfr1.0_genomic.fna	CM007587.1	+	61339908	61340895	Rep[Starling-circovirus(+)]	988
Lycaon_pictus_21184641	ecv-circo.51-carnivora	51	2394	Lycaon_pictus	Lycaon pictus	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Canidae	Lycaon	low_coverage	LycPicSAfr1.0	GCA_001887905.1_LycPicSAfr1.0_genomic.fna	CM007581.1	+	21184641	21184766	Rep[Cyclovirus-VN(+)]	126
Lycaon_pictus_34304160	ecv-circo.51-carnivora	51	2472	Lycaon_pictus	Lycaon pictus	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Canidae	Lycaon	low_coverage	LycPicSAfr1.0	GCA_001887905.1_LycPicSAfr1.0_genomic.fna	CM007582.1	+	34304160	34304366	Rep[Barbel-circovirus(+)]	207
Vulpes_lagopus_40310	ecv-circo.51-carnivora	51	1471	Vulpes_lagopus	Vulpes lagopus	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Canidae	Vulpes	low_coverage	VulLag_v1_BIUU	GCA_004023825.1_VulLag_v1_BIUU_genomic.fna	PISU010015053.1	+	40310	40513	Rep[Barbel-circovirus(+)]	204
Vulpes_lagopus_34029	ecv-circo.51-carnivora	51	1612	Vulpes_lagopus	Vulpes lagopus	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Canidae	Vulpes	low_coverage	VulLag_v1_BIUU	GCA_004023825.1_VulLag_v1_BIUU_genomic.fna	PISU010015643.1	-	34029	34301	Rep-consensus[Carnivore-endogenous-circovirus(-)]	273
Vulpes_lagopus_6649	ecv-circo.51-carnivora	51	1747	Vulpes_lagopus	Vulpes lagopus	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Canidae	Vulpes	low_coverage	VulLag_v1_BIUU	GCA_004023825.1_VulLag_v1_BIUU_genomic.fna	PISU010014780.1	+	6649	7446	Rep[Silurus-glanis-circovirus(+)]	798
Vulpes_lagopus_31411	ecv-circo.51-carnivora	51	1887	Vulpes_lagopus	Vulpes lagopus	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Canidae	Vulpes	low_coverage	VulLag_v1_BIUU	GCA_004023825.1_VulLag_v1_BIUU_genomic.fna	PISU010014813.1	-	31411	32124	Rep-consensus[Carnivore-endogenous-circovirus(-)]	714
Vulpes_lagopus_18793	ecv-circo.51-carnivora	51	2000	Vulpes_lagopus	Vulpes lagopus	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Canidae	Vulpes	low_coverage	VulLag_v1_BIUU	GCA_004023825.1_VulLag_v1_BIUU_genomic.fna	PISU010019785.1	-	18793	18918	Rep-consensus[Carnivore-endogenous-circovirus(-)]	126
Vulpes_vulpes_872205	ecv-circo.51-carnivora	51	1380	Vulpes_vulpes	Vulpes vulpes	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Canidae	Vulpes	low_coverage	VulVul2.2	GCA_003160815.1_VulVul2.2_genomic.fna	NBDQ01000070.1	-	872205	872447	Rep-consensus[Carnivore-endogenous-circovirus(-)]	243
Vulpes_vulpes_168013	ecv-circo.51-carnivora	51	1404	Vulpes_vulpes	Vulpes vulpes	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Canidae	Vulpes	low_coverage	VulVul2.2	GCA_003160815.1_VulVul2.2_genomic.fna	NBDQ01000322.1	+	168013	168525	Rep-consensus[Carnivore-endogenous-circovirus(+)]	513
Vulpes_vulpes_1137620	ecv-circo.51-carnivora	51	1705	Vulpes_vulpes	Vulpes vulpes	Vertebrates	Mammalia	Laurasiatheria	Carnivora	Canidae	Vulpes	low_coverage	VulVul2.2	GCA_003160815.1_VulVul2.2_genomic.fna	NBDQ01000017.1	+	1137620	1137823	Rep[Barbel-circovirus(+)]	204
