sequenceID	isolate	isolate_update	country	country_update	host_sci_name	host_sci_name_update	collection_year	collection_year_update
KT753515	F189	unchanged	Mauritius	unchanged	Psittacula eques	unchanged	2014	unchanged
KT753516	P8	unchanged	Mauritius	unchanged	Psittacula eques	unchanged	2015	unchanged
KT753517	P9	unchanged	Mauritius	unchanged	Psittacula eques	unchanged	2015	unchanged
KT753518	P10	unchanged	Mauritius	unchanged	Psittacula eques	unchanged	2015	unchanged
KT753519	P12	unchanged	Mauritius	unchanged	Psittacula eques	unchanged	2015	unchanged
KT753520	P13	unchanged	Mauritius	unchanged	Psittacula eques	unchanged	2015	unchanged
KT753521	P14	unchanged	Mauritius	unchanged	Psittacula eques	unchanged	2015	unchanged
KT753522	P15	unchanged	Mauritius	unchanged	Psittacula eques	unchanged	2015	unchanged
KT753523	P16	unchanged	Mauritius	unchanged	Psittacula eques	unchanged	2015	unchanged
KT753524	P17	unchanged	Mauritius	unchanged	Psittacula eques	unchanged	2015	unchanged
KT753525	P18	unchanged	Mauritius	unchanged	Psittacula eques	unchanged	2015	unchanged
KT753526	P19	unchanged	Mauritius	unchanged	Psittacula eques	unchanged	2015	unchanged
KT753527	AR03	unchanged	Mauritius	unchanged	Psittacula krameri	unchanged	2009	unchanged
KT753528	AR20	unchanged	Mauritius	unchanged	Psittacula krameri	unchanged	2009	unchanged
KT753529	AR21	unchanged	Mauritius	unchanged	Psittacula krameri	unchanged	2009	unchanged
KT764926	-	unchanged	Iran	unchanged	Melopsittacus undulatus	unchanged	2014	unchanged
KT764927	-	unchanged	Iran	unchanged	Melopsittacus undulatus	unchanged	2014	unchanged
KT764928	-	unchanged	Iran	unchanged	Melopsittacus undulatus	unchanged	2014	unchanged
KT764929	-	unchanged	Iran	unchanged	Psittacula krameri	unchanged	2014	unchanged
KT764930	-	unchanged	Iran	unchanged	Psittacus erithacus	unchanged	2014	unchanged
KT764931	-	unchanged	Iran	unchanged	Psittacula krameri	unchanged	2014	unchanged
KT764932	-	unchanged	Iran	unchanged	Psittacula krameri	unchanged	2014	unchanged
KT764933	-	unchanged	Iran	unchanged	Platycercus eximius	unchanged	2014	unchanged
KT764934	-	unchanged	Iran	unchanged	Melopsittacus undulatus	unchanged	2014	unchanged
KT764935	-	unchanged	Iran	unchanged	Psittacus erithacus	unchanged	2014	unchanged
KU500899	-	unchanged	Chile	unchanged	Psittacula cyanocephala	unchanged	2013	unchanged
KU888682	SY408	unchanged	Seychelles	unchanged	Psittacula krameri	unchanged	2014	unchanged
KU888683	SY270	unchanged	Seychelles	unchanged	Psittacula krameri	unchanged	2014	unchanged
KU888684	MA3	unchanged	Mali	unchanged	Psittacula krameri	unchanged	2015	unchanged
KU888685	Coast_CI2	unchanged	Cote d'Ivoire	unchanged	Psittacus timneh	unchanged	2015	unchanged
KU888686	Coast_CI5	unchanged	Cote d'Ivoire	unchanged	Psittacus timneh	unchanged	2015	unchanged
KU888687	Coast_CI6	unchanged	Cote d'Ivoire	unchanged	Psittacus timneh	unchanged	2015	unchanged
KU888688	Coast_CI7	unchanged	Cote d'Ivoire	unchanged	Psittacus timneh	unchanged	2015	unchanged
KU888689	Coast_CI8	unchanged	Cote d'Ivoire	unchanged	Psittacus timneh	unchanged	2015	unchanged
KU888690	VTN1	unchanged	Viet Nam	unchanged	Psittacula finschii	unchanged	2015	unchanged
KU888691	VTN2	unchanged	Viet Nam	unchanged	Psittacula finschii	unchanged	2015	unchanged
KU888692	VTN6	unchanged	Viet Nam	unchanged	Psittacula finschii	unchanged	2015	unchanged
KU888693	XT33-13	unchanged	United Kingdom	unchanged	Psittacula krameri	unchanged	2013	unchanged
KX449321	CS15-3981-RCP-WA-2015	unchanged	Australia	unchanged	Purpureicephalus spurius	unchanged	2015	unchanged
KX500101	CS15-3551-QLD	unchanged	Australia	unchanged	Haliaeetus leucogaster	unchanged	2015	unchanged
KX500102	CS15-3289-NSW	unchanged	Australia	unchanged	Falco peregrinus	unchanged	2015	unchanged
KX500104	CS15-3775-NSW	unchanged	Australia	unchanged	Corvus coronoides	unchanged	2015	unchanged
KX641202	B082	unchanged	Mauritius	unchanged	Psittacula echo	unchanged	2010	unchanged
KX641203	BA10	unchanged	Bangladesh	unchanged	Psittacula krameri	unchanged	2014	unchanged
KX641204	BA11	unchanged	Bangladesh	unchanged	Psittacula krameri	unchanged	2014	unchanged
KX641205	BA12	unchanged	Bangladesh	unchanged	Psittacula krameri	unchanged	2014	unchanged
KX641206	BA13	unchanged	Bangladesh	unchanged	Psittacula krameri	unchanged	2014	unchanged
KX641207	BA14	unchanged	Bangladesh	unchanged	Psittacula krameri	unchanged	2014	unchanged
KX641208	BA15	unchanged	Bangladesh	unchanged	Psittacula krameri	unchanged	2014	unchanged
KX641209	BA17	unchanged	Bangladesh	unchanged	Psittacula krameri	unchanged	2014	unchanged
KX641210	BA19	unchanged	Bangladesh	unchanged	Psittacula krameri	unchanged	2014	unchanged
KX641211	BA20	unchanged	Bangladesh	unchanged	Psittacula krameri	unchanged	2014	unchanged
KX641212	BA21	unchanged	Bangladesh	unchanged	Psittacula krameri	unchanged	2014	unchanged
KX641213	BA22	unchanged	Bangladesh	unchanged	Psittacula krameri	unchanged	2014	unchanged
KX641214	BA23	unchanged	Bangladesh	unchanged	Psittacula krameri	unchanged	2014	unchanged
KX641215	BA25	unchanged	Bangladesh	unchanged	Psittacula krameri	unchanged	2014	unchanged
KX641216	BA26	unchanged	Bangladesh	unchanged	Psittacula krameri	unchanged	2014	unchanged
KX641217	BA27	unchanged	Bangladesh	unchanged	Psittacula krameri	unchanged	2014	unchanged
KX641218	BA28	unchanged	Bangladesh	unchanged	Psittacula krameri	unchanged	2014	unchanged
KX641219	BA29	unchanged	Bangladesh	unchanged	Psittacula krameri	unchanged	2014	unchanged
KX641220	BA3	unchanged	Bangladesh	unchanged	Psittacula krameri	unchanged	2014	unchanged
KX641221	BA30	unchanged	Bangladesh	unchanged	Psittacula krameri	unchanged	2014	unchanged
KX641222	BA4	unchanged	Bangladesh	unchanged	Psittacula krameri	unchanged	2014	unchanged
KX641223	BA5	unchanged	Bangladesh	unchanged	Psittacula krameri	unchanged	2014	unchanged
KX641224	BA6	unchanged	Bangladesh	unchanged	Psittacula krameri	unchanged	2014	unchanged
KX641225	BA7	unchanged	Bangladesh	unchanged	Psittacula krameri	unchanged	2014	unchanged
KX641226	BA8	unchanged	Bangladesh	unchanged	Psittacula krameri	unchanged	2014	unchanged
KX641227	BA9	unchanged	Bangladesh	unchanged	Psittacula krameri	unchanged	2014	unchanged
KX641228	C002	unchanged	Mauritius	unchanged	Psittacula echo	unchanged	2011	unchanged
KX641229	C066	unchanged	Mauritius	unchanged	Psittacula echo	unchanged	2011	unchanged
KX641230	C068	unchanged	Mauritius	unchanged	Psittacula echo	unchanged	2011	unchanged
KX641231	C100	unchanged	Mauritius	unchanged	Psittacula echo	unchanged	2011	unchanged
KX641232	C104	unchanged	Mauritius	unchanged	Psittacula echo	unchanged	2011	unchanged
KX641233	PA11	unchanged	Pakistan	unchanged	Psittacula krameri	unchanged	2014	unchanged
KX641234	PA12	unchanged	Pakistan	unchanged	Psittacula krameri	unchanged	2014	unchanged
KX641235	PA16	unchanged	Pakistan	unchanged	Psittacula krameri	unchanged	2014	unchanged
KX641236	PA3	unchanged	Pakistan	unchanged	Psittacula krameri	unchanged	2014	unchanged
KX641237	PA5	unchanged	Pakistan	unchanged	Psittacula krameri	unchanged	2014	unchanged
KX641238	PA6	unchanged	Pakistan	unchanged	Psittacula krameri	unchanged	2014	unchanged
KX641239	PA7	unchanged	Pakistan	unchanged	Psittacula krameri	unchanged	2014	unchanged
KX674688	SC06-10	unchanged	Costa Rica	unchanged	Amazona autumnalis (red-lored parrot)	unchanged	2013	unchanged
KY189054	KAT-SCC-140529-VIC-2014	unchanged	Australia	unchanged	Cacatua galerita	unchanged	2014	unchanged
KY189055	KAT-SCC-140219-VIC-2014	unchanged	Australia	unchanged	Cacatua galerita	unchanged	2014	unchanged
KY189058	KAT-LC-140717-VIC-2014	unchanged	Australia	unchanged	Cacatua sanguinea	unchanged	2014	unchanged
KY189059	KAT-LC-140694-VIC-2014	unchanged	Australia	unchanged	Cacatua sanguinea	unchanged	2014	unchanged
KY189060	KAT-LC-140616-VIC-2014	unchanged	Australia	unchanged	Cacatua sanguinea	unchanged	2014	unchanged
KY189061	KAT-LC-140609-VIC-2014	unchanged	Australia	unchanged	Cacatua sanguinea	unchanged	2014	unchanged
KY189062	KAT-ERL-150116-VIC-2015	unchanged	Australia	unchanged	Platycercus eximius	unchanged	2015	unchanged
KY189063	KAT-ERL-150115-VIC-2015	unchanged	Australia	unchanged	Platycercus eximius	unchanged	2015	unchanged
KY189064	KAT-ERL-150007-VIC-2015	unchanged	Australia	unchanged	Platycercus eximius	unchanged	2015	unchanged
KY189065	KAT-CRL-150087-VIC-2015	unchanged	Australia	unchanged	Platycercus elegans	unchanged	2015	unchanged
KY189066	KAT-CRL-150071-VIC-2015	unchanged	Australia	unchanged	Platycercus elegans	unchanged	2015	unchanged
KY189067	KAT-CRL-141173-VIC-2014	unchanged	Australia	unchanged	Platycercus elegans	unchanged	2014	unchanged
KY189068	KAT-AKP-141293-VIC-2014	unchanged	Australia	unchanged	Alisterus scapularis	unchanged	2014	unchanged
KY189069	KAT-AKP-141214-VIC-2014	unchanged	Australia	unchanged	Alisterus scapularis	unchanged	2014	unchanged
KY189070	KAT-AKP-140838-VIC-2014	unchanged	Australia	unchanged	Alisterus scapularis	unchanged	2014	unchanged
KY189071	KAT-AKP-140670-VIC-2014	unchanged	Australia	unchanged	Alisterus scapularis	unchanged	2014	unchanged
KY189072	KAT-AKP-140619-VIC-2014	unchanged	Australia	unchanged	Alisterus scapularis	unchanged	2014	unchanged
KY189073	KAT-AKP-140611-VIC-2014	unchanged	Australia	unchanged	Alisterus scapularis	unchanged	2014	unchanged
KY189074	KAT-140471-CRL-VIC-2014	unchanged	Australia	unchanged	Platycercus elegans	unchanged	2014	unchanged
KY189075	OBP-Taroona-TAS-15-3299-1704	unchanged	Australia: Taroona-TAS	unchanged	Neophema chrysogaster	unchanged	2015	unchanged
KY189076	OBP-Healesville-VIC-15-3172-B20506	unchanged	Australia: Healesville sanctuary-VIC	unchanged	Neophema chrysogaster	unchanged	2015	unchanged
KY189077	OBP-Taroona-TAS-15-3299-1638	unchanged	Australia: Taroona-TAS	unchanged	Neophema chrysogaster	unchanged	2015	unchanged
KY189078	OBP-Priam-NSW-15-3205-1657	unchanged	Australia: Priam Psittaculture Centre, NSW	unchanged	Neophema chrysogaster	unchanged	2015	unchanged
KY189079	OBP-Healesville-15-3173-B50003	unchanged	Australia: Healesville sanctuary-VIC	unchanged	Neophema chrysogaster	unchanged	2015	unchanged
KY189080	OBP-Healesville-15-3172-B30895	unchanged	Australia: Healesville sanctuary-VIC	unchanged	Neophema chrysogaster	unchanged	2015	unchanged
KY189081	OBP-Healesville-15-3172-B30075	unchanged	Australia: Healesville sanctuary-VIC	unchanged	Neophema chrysogaster	unchanged	2015	unchanged
KY189082	OBP-Healesville-15-3172-B20001	unchanged	Australia: Healesville sanctuary-VIC	unchanged	Neophema chrysogaster	unchanged	2015	unchanged
KY189083	OBP-Healesville-15-3172-B10747	unchanged	Australia: Healesville sanctuary-VIC	unchanged	Neophema chrysogaster	unchanged	2015	unchanged
KY189084	OBP-DPIWNCB-TAS-15-2729-2046	unchanged	Australia: Tasmania	unchanged	Neophema chrysogaster	unchanged	2015	unchanged
KY189085	OBP-DPIWNCB-TAS-15-2729-1845	unchanged	Australia: Tasmania	unchanged	Neophema chrysogaster	unchanged	2015	unchanged
KY370034	RtMc-CV-1/Tibet2014	unchanged	China	unchanged	Neodon clarkei	unchanged	2014	unchanged
KY410348	114_AKP_150371_VIC	unchanged	Australia	unchanged	Alisterus scapularis	unchanged	2015	unchanged
KY410349	189_AKP_B30773_VIC	unchanged	Australia	unchanged	Alisterus scapularis	unchanged	2015	unchanged
KY410350	33_AM_150034_VIC	unchanged	Australia	unchanged	Gymnorhina tibicen	unchanged	2015	unchanged
KY410351	130_AM_150411_VIC	unchanged	Australia	unchanged	Gymnorhina tibicen	unchanged	2015	unchanged
KY410352	180_AM_150490_VIC	unchanged	Australia	unchanged	Gymnorhina tibicen	unchanged	2015	unchanged
KY410353	211_AM_150679_VIC	unchanged	Australia	unchanged	Gymnorhina tibicen	unchanged	2015	unchanged
KY410354	194_AR_150549_VIC	unchanged	Australia	unchanged	Corvus coronoides	unchanged	2015	unchanged
KY410355	192_AWI_150542_VIC	unchanged	Australia	unchanged	Threskiornis molucca	unchanged	2015	unchanged
KY410356	239_BG_150703_VIC	unchanged	Australia	unchanged	Accipiter fasciatus	unchanged	2015	unchanged
KY410357	217_Cockatiel_B40091_VIC	unchanged	Australia	unchanged	Nymphicus hollandicus	unchanged	2015	unchanged
KY410358	253_CR_150638_VIC	unchanged	Australia	unchanged	Platycercus elegans	unchanged	2015	unchanged
KY410359	401_CR_150890_VIC	unchanged	Australia	unchanged	Platycercus elegans	unchanged	2015	unchanged
KY410360	261_CR_B50208_VIC	unchanged	Australia	unchanged	Platycercus elegans	unchanged	2015	unchanged
KY410361	72_ER_150115_VIC	unchanged	Australia	unchanged	Platycercus eximius	unchanged	2015	unchanged
KY410362	187_Galah_150503_VIC	unchanged	Australia	unchanged	Eolophus roseicapilla	unchanged	2015	unchanged
KY410363	152_GG_150446_VIC	unchanged	Australia	unchanged	Callocephalon fimbriatum	unchanged	2015	unchanged
KY410364	151_LK_150445_VIC	unchanged	Australia	unchanged	Dacelo novaeguineae	unchanged	2015	unchanged
KY410365	153_LK_150447_VIC	unchanged	Australia	unchanged	Dacelo novaeguineae	unchanged	2015	unchanged
KY410366	174_LC_150485_VIC	unchanged	Australia	unchanged	Cacatua sanguinea	unchanged	2015	unchanged
KY410367	46_ML_150065_VIC	unchanged	Australia	unchanged	Glossopsitta concinna	unchanged	2015	unchanged
KY410368	262_OBP_B01871_VIC	unchanged	Australia	unchanged	Neophema chrysogaster	unchanged	2015	unchanged
KY410369	135_PO_150420_VIC	unchanged	Australia	unchanged	Ninox strenua	unchanged	2015	unchanged
KY410370	23_RL_141266_VIC	unchanged	Australia	unchanged	Trichoglossus moluccanus	unchanged	2014	unchanged
KY410371	281_SBL_B10154_VIC	unchanged	Australia	unchanged	Trichoglossus chlorolepidotus	unchanged	2015	unchanged
KY410372	207_SBL_B50250_VIC	unchanged	Australia	unchanged	Trichoglossus chlorolepidotus	unchanged	2015	unchanged
KY410373	288_SBL_B50355_VIC	unchanged	Australia	unchanged	Trichoglossus chlorolepidotus	unchanged	2015	unchanged
KY410374	289_SBL_B50365_VIC	unchanged	Australia	unchanged	Trichoglossus chlorolepidotus	unchanged	2015	unchanged
KY410375	193_SBO_150510_VIC	unchanged	Australia	unchanged	Ninox boobook	unchanged	2015	unchanged
KY410376	278_SCC_150738_VIC	unchanged	Australia	unchanged	Cacatua galerita	unchanged	2015	unchanged
KY410377	154_TF_150448_VIC	unchanged	Australia	unchanged	Podargus strigoides	unchanged	2015	unchanged
KY410378	268_TF_150712_VIC	unchanged	Australia	unchanged	Podargus strigoides	unchanged	2015	unchanged
KY696655	-	unchanged	Chile	unchanged	Cyanoliseus patagonus bloxami	unchanged	2016	unchanged
KY696656	-	unchanged	Chile	unchanged	Ara ararauna	unchanged	2016	unchanged
MF669120	SY399	unchanged	Seychelles	unchanged	Psittacula krameri	unchanged	2014	unchanged
MF669121	SY329	unchanged	Seychelles	unchanged	Psittacula krameri	unchanged	2014	unchanged
MF669122	SY277	unchanged	Seychelles	unchanged	Psittacula krameri	unchanged	2014	unchanged
MF669123	SY271	unchanged	Seychelles	unchanged	Psittacula krameri	unchanged	2014	unchanged
MF681683	SY236	unchanged	Seychelles	unchanged	Psittacula krameri	unchanged	2014	unchanged
MG257487	PBFDV2017	unchanged	China	unchanged	Psittacus erithacus	unchanged	2016	unchanged
MG812479	ARHB 2017-1	unchanged	Iran	unchanged	Psittacus erithacus	unchanged	2017	unchanged
MG812480	ARHB 2017-2	unchanged	Iran	unchanged	Psittacus erithacus	unchanged	2017	unchanged
MG812481	ARHB 2017-3	unchanged	Iran	unchanged	Psittacus erithacus	unchanged	2017	unchanged
MG812482	ARHB 2017-4	unchanged	Iran	unchanged	Psittacus erithacus	unchanged	2017	unchanged
MG812483	ARHB 2017-5	unchanged	Iran	unchanged	Psittacus erithacus	unchanged	2017	unchanged
MG812484	ARHB 2017-6	unchanged	Iran	unchanged	Psittacus erithacus	unchanged	2017	unchanged
MH180298	-	unchanged	China	unchanged	Psittacus erithacus	unchanged	2017	unchanged
MH188863	-	unchanged	China	unchanged	parrot	unchanged	2017	unchanged
MH190788	-	unchanged	China	unchanged	Psittacus erithacus (African Grey Parrots)	unchanged	2017	unchanged
MH279594	SDpbfdvE0	unchanged	China	unchanged	African Grey Parrots	unchanged	2017	unchanged
MH310937	PBFDV-SH1163	unchanged	China	unchanged	Psittacus erithacus	unchanged	2015	unchanged
MH612846	-	unchanged	Turkey	unchanged	Melopsittacus undulatus	unchanged	2016	unchanged
MH612847	-	unchanged	Turkey	unchanged	Melopsittacus undulatus	unchanged	2016	unchanged
MH612848	-	unchanged	Turkey	unchanged	Nymphicus hollandicus	unchanged	2016	unchanged
MH612849	-	unchanged	Turkey	unchanged	Melopsittacus undulatus	unchanged	2016	unchanged
MK061529	-	unchanged	China	unchanged	budgerigar	unchanged	2018	unchanged
MK073896	-	unchanged	China	unchanged	Budgerigar	unchanged	2018	unchanged
MK073897	-	unchanged	China	unchanged	Budgerigar	unchanged	2018	unchanged
MK073898	-	unchanged	China	unchanged	Budgerigar	unchanged	2018	unchanged
MK120438	-	unchanged	China	unchanged	budgerigar	unchanged	2018	unchanged
MK163676	BFDV-LC	unchanged	Australia	unchanged	Cacatua sanguinea	unchanged	2017	unchanged
MK291405	Hbs-441	unchanged	Germany	unchanged	Psittacula krameri (rose-ringed parakeet)	unchanged	2017	unchanged
MK291406	Hbs-442	unchanged	Germany	unchanged	Psittacula krameri (rose-ringed parakeet)	unchanged	2017	unchanged
MK387074	BFDV_BDG_BD_2017_06	unchanged	Bangladesh	unchanged	Melopsittacus undulatus	unchanged	2017	unchanged
MK387075	BFDV_BDG_BD_2017_30	unchanged	Bangladesh	unchanged	Melopsittacus undulatus	unchanged	2017	unchanged
MK803394	BFDV-S3	unchanged	Saudi Arabia	unchanged	Psittacus erithacus (African grey)	unchanged	2018	unchanged
MK803395	BVDV-S4	unchanged	Saudi Arabia	unchanged	Psittacus erithacus	unchanged	2017	unchanged
MK803396	BVDV-S5	unchanged	Saudi Arabia	unchanged	Psittacus erithacus	unchanged	2017	unchanged
MK803397	BVDV-S11	unchanged	Saudi Arabia	unchanged	Psittacus erithacus	unchanged	2017	unchanged
MK803398	BVDV-S12	unchanged	Saudi Arabia	unchanged	Psittacus erithacus	unchanged	2017	unchanged
MK803400	BVDV-S19	unchanged	Saudi Arabia	unchanged	Melopsittacus undulatus	unchanged	2017	unchanged
MK803401	BVDV-S20	unchanged	Saudi Arabia	unchanged	Cacatua alba (cockatoo)	unchanged	2017	unchanged
MK803402	BVDV-S21	unchanged	Saudi Arabia	unchanged	Psittacus erithacus	unchanged	2017	unchanged
MK803403	BVDV-S24	unchanged	Saudi Arabia	unchanged	Psittacus erithacus	unchanged	2017	unchanged
MK803404	BVDV-S25	unchanged	Saudi Arabia	unchanged	Psittacus erithacus	unchanged	2018	unchanged
MK803405	BVDV-S26	unchanged	Saudi Arabia	unchanged	Indian parakeet	unchanged	2018	unchanged
MK803406	BVDV-S27	unchanged	Saudi Arabia	unchanged	Nymphicus hollandicus (cockatiel)	unchanged	2018	unchanged
MK803407	BVDV-S28	unchanged	Saudi Arabia	unchanged	Agapornis fischeri	unchanged	2018	unchanged
MN025417	-	unchanged	South Korea	unchanged	Bolborhynchus lineola	unchanged	2019	unchanged
MN114122	CS17-0436	unchanged	Australia	unchanged	Eudyptula minor	unchanged	2017	unchanged
MN175611	BR_DF9	unchanged	Brazil	unchanged	Amazona aestiva	unchanged	2016	unchanged
MN902174	1 ARHB 2017-7	unchanged	Iran	unchanged	Psittacine	unchanged	2017	unchanged
MN902175	2 ARHB 2017-8	unchanged	Iran	unchanged	Psittacine	unchanged	2017	unchanged
MN936102	BFDV_L01_NG	unchanged	Iran	unchanged	Melopsittacus undulatus	unchanged	2018	unchanged
NC_001944	-	unchanged	-	unchanged	-	unchanged	-	unchanged
NC_002361	-	unchanged	-	unchanged	Sus scrofa	unchanged	-	unchanged
NC_003410	-	unchanged	-	unchanged	serinus canaria	unchanged	-	unchanged
NC_005148	AUT1	unchanged	-	unchanged	-	unchanged	-	unchanged
NC_007220	33753-52	unchanged	USA	unchanged	Pekin duck	unchanged	-	unchanged
NC_008033	-	unchanged	-	unchanged	European Starling (Sturnus vulgaris)	unchanged	-	unchanged
NC_008375	4-1131	unchanged	Australia	unchanged	Corvus coronoides	unchanged	-	unchanged
NC_008521	-	unchanged	-	unchanged	gull	unchanged	-	unchanged
NC_008522	-	unchanged	-	unchanged	finch	unchanged	-	unchanged
NC_014929	CyCV-TB	unchanged	USA	unchanged	bat	unchanged	2009	unchanged
NC_014930	NGchicken15	unchanged	Nigeria	unchanged	Gallus gallus	unchanged	2009	unchanged
NC_015399	-	unchanged	Hungary	unchanged	Barbus barbus (barbel)	unchanged	2008	unchanged
NC_020206	GS140	unchanged	USA: Tarpon Springs, Florida	unchanged	palmetto bug	unchanged	2011	unchanged
NC_020904	UCD1-1698	unchanged	USA	unchanged	Canis lupus familiaris	unchanged	2011	unchanged
NC_021568	VS5700009	unchanged	Malawi	unchanged	Homo sapiens	unchanged	-	unchanged
NC_023866	PR-6E-2010	unchanged	Puerto Rico: Guanica	unchanged	Erythrodiplax umbrata	unchanged	2010	unchanged
NC_023869	FL1-NZ38-2010	unchanged	USA: St. Petersburg, Florida	unchanged	Pantala flavescens	unchanged	2010	unchanged
NC_023874	-	unchanged	Chile	unchanged	Homo sapiens	unchanged	2004	unchanged
NC_023885	-	unchanged	China	unchanged	mink	unchanged	2013	unchanged
NC_023886	DfCyV-A1_To-6NZ21-Tt-2010	unchanged	Tonga	unchanged	Tholymis tillarga	unchanged	2010	unchanged
NC_024700	-	unchanged	USA	unchanged	Felis catus	unchanged	2013	unchanged
NC_025246	H5	unchanged	Hungary	unchanged	-	unchanged	2011	unchanged
NC_025247	H51	unchanged	Germany	unchanged	mute swan (Cygnus olor)	unchanged	2006	unchanged
NC_025476	-	unchanged	Zambia	unchanged	Crocidura hirta	unchanged	2012	unchanged
NC_025791	cluster II	unchanged	Brazil	unchanged	bat colony of Molossus molossus and Tadarida brasiliensis	unchanged	2012	unchanged
NC_025792	cluster VI	unchanged	Brazil	unchanged	bat colony of Molossus molossus and Tadarida brasiliensis	unchanged	2012	unchanged
NC_026945	8454V25-1	unchanged	Germany	unchanged	Taeniopygia guttata	unchanged	2010	unchanged
NC_028045	-	unchanged	Brazil	unchanged	Tadarida brasiliensis (bat)	unchanged	2013	unchanged
NC_031753	-	unchanged	USA: North Carolina	unchanged	Sus scrofa	unchanged	2015	unchanged
NC_032682	IECSF08	unchanged	India	unchanged	Homo sapiens	unchanged	2007	unchanged
NC_034547	GF-4c	unchanged	USA	unchanged	bat	unchanged	2009	unchanged
NC_034977	-	unchanged	Hungary	unchanged	Anas platyrhynchos	unchanged	2013	unchanged
