sequenceID	locus_name	locus_numeric_id	stem.duplicate_id	host_species	host_class	host_superorder	host_order	host_family	host_genus	organism	target_datatype	target_version	target_name	scaffold	orientation	extract_start	extract_end	subject_start	subject_end	query_start	query_end	align_len	bitscore	identity	evalue_num	evalue_exp	gap_openings	mismatches	sequence_length
circo.211.4-Amphiprion_frenatus	circo.211-Acanthochromis-con_translated	211	circo.211.4	Amphiprion_frenatus	Actinopteri	Unclassified	Unclassified	Pomacentridae	Amphiprion	Amphiprion_frenatus	low_coverage	AmpOce1.0	GCF_002776465.1_AmpOce1.0_genomic.fna	NW_019371920.1	-	7867	8271	78	213	13	405	139	113	61.151	1.64	31	8	0	405
circo.211.5-Amphiprion_percula	circo.211-Acanthochromis-con_translated	211	circo.211.5	Amphiprion_percula	Actinopteri	Unclassified	Unclassified	Pomacentridae	Amphiprion	Amphiprion_percula	low_coverage	Nemo_v1	GCA_003047355.1_Nemo_v1_genomic.fna	CM009716.1	+	21027960	21028262	146	213	100	303	70	81.6	60	6.14	20	3	0	303
circo.211.6-Acanthochromis_polyacanthus	circo.211-Acanthochromis-con_translated	211	circo.211.6	Acanthochromis_polyacanthus	Actinopteri	Unclassified	Unclassified	Pomacentridae	Acanthochromis	Acanthochromis_polyacanthus	low_coverage	ASM210954v1	GCA_002109545.1_ASM210954v1_genomic.fna	MVNR01002075.1	+	97321	97647	207	303	28	318	97	196	94.845	5.15	64	0	0	327
circo.211.7-Acanthochromis_polyacanthus	circo.211-Acanthochromis-con_translated	211	circo.211.7	Acanthochromis_polyacanthus	Actinopteri	Unclassified	Unclassified	Pomacentridae	Acanthochromis	Acanthochromis_polyacanthus	low_coverage	ASM210954v1	GCA_002109545.1_ASM210954v1_genomic.fna	MVNR01000194.1	+	166050	166705	16	152	10	414	140	186	79.286	2.73	58	6	0	656
circo.211.8-Acanthochromis_polyacanthus	circo.211-Acanthochromis-con_translated	211	circo.211.8	Acanthochromis_polyacanthus	Actinopteri	Unclassified	Unclassified	Pomacentridae	Acanthochromis	Acanthochromis_polyacanthus	low_coverage	ASM210954v1	GCA_002109545.1_ASM210954v1_genomic.fna	MVNR01001830.1	+	120302	120903	16	159	25	432	144	187	81.944	1.89	65	5	0	602
circo.212.1-Kryptolebias_marmoratus	circo.212-Kryptolebias-con_translated	212	circo.212.1	Kryptolebias_marmoratus	Actinopteri	Atherinomorphae	Cyprinodontiformes	Unclassified	Kryptolebias	Kryptolebias_marmoratus	low_coverage	v1	GCA_001649575.1_ASM164957v1_genomic.fna	LWHD01000529.1	-	6393	7106	57	298	1	714	244	422	89.754	4.2	151	8	0	714
circo.212.2-Kryptolebias_marmoratus	circo.212-Kryptolebias-con_translated	212	circo.212.2	Kryptolebias_marmoratus	Actinopteri	Atherinomorphae	Cyprinodontiformes	Unclassified	Kryptolebias	Kryptolebias_marmoratus	low_coverage	v1	GCA_001649575.1_ASM164957v1_genomic.fna	LWHD01000494.1	-	1233	2199	68	298	284	967	233	403	88.412	4.98	142	7	0	967
circo.212.3-Kryptolebias_marmoratus	circo.212-Kryptolebias-con_translated	212	circo.212.3	Kryptolebias_marmoratus	Actinopteri	Atherinomorphae	Cyprinodontiformes	Unclassified	Kryptolebias	Kryptolebias_marmoratus	low_coverage	v1	GCA_001649575.1_ASM164957v1_genomic.fna	LWHD01000287.1	+	325120	328415	191	283	291	10	94	194	94.681	3.4	55	1	0	3296
circo.212.4-Kryptolebias_marmoratus	circo.212-Kryptolebias-con_translated	212	circo.212.4	Kryptolebias_marmoratus	Actinopteri	Atherinomorphae	Cyprinodontiformes	Unclassified	Kryptolebias	Kryptolebias_marmoratus	low_coverage	v1	GCA_001649575.1_ASM164957v1_genomic.fna	LWHD01002073.1	+	4748	5716	1	298	88	969	301	504	87.043	0	1	10	0	969
circo.213.1-Cyprinus_carpio	circo.213-Cyprinus-con_translated	213	circo.213.1	Cyprinus_carpio	Actinopteri	Cypriniphysae	Cypriniformes	Cyprinidae	Cyprinus	Cyprinus_carpio	low_coverage	v1_2015	GCA_000951615.1_common_carp_genome_genomic.fna	LN590814.1	-	51471	52064	21	112	273	1	93	109	62.366	3.31	29	3	0	594
circo.213.2-Cyprinus_carpio	circo.213-Cyprinus-con_translated	213	circo.213.2	Cyprinus_carpio	Actinopteri	Cypriniphysae	Cypriniformes	Cyprinidae	Cyprinus	Cyprinus_carpio	low_coverage	v1_2015	GCA_000951615.1_common_carp_genome_genomic.fna	LN591634.1	-	3415	3645	6	95	4	231	90	136	76.667	2.97	41	2	0	231
circo.213.3-Cyprinus_carpio	circo.213-Cyprinus-con_translated	213	circo.213.3	Cyprinus_carpio	Actinopteri	Cypriniphysae	Cypriniformes	Cyprinidae	Cyprinus	Cyprinus_carpio	low_coverage	v1_2015	GCA_000951615.1_common_carp_genome_genomic.fna	LN590934.1	-	234653	234883	6	95	4	231	90	136	76.667	2.97	41	2	0	231
circo.214-Salmo_salar	circo.214-Chaenocephalus_translated	214	circo.214.	Salmo_salar	Actinopteri	Unclassified	Salmoniformes	Salmonidae	Salmo	Salmo_salar	complete	ICASG_v2	ssa_ref_ICSASG_v2_chrssa11.fa	gi|925216723|ref|NC_027310.1|	-	86482848	86483208	216	262	206	346	47	92	80.851	1.22	32	0	0	361
circo.214.1-Chaenocephalus_aceratus	circo.214-Chaenocephalus_translated	214	circo.214.1	Chaenocephalus_aceratus	Actinopteri	Unclassified	Perciformes	Channichthyidae	Chaenocephalus	Chaenocephalus_aceratus	low_coverage	ASM90030267v1	GCA_900302675.1_ASM90030267v1_genomic.fna	OMOC01059069.1	-	2419	3045	98	303	16	624	209	332	81.818	4.9	115	7	0	627
circo.214.2-Chaenocephalus_aceratus	circo.214-Chaenocephalus_translated	214	circo.214.2	Chaenocephalus_aceratus	Actinopteri	Unclassified	Perciformes	Channichthyidae	Chaenocephalus	Chaenocephalus_aceratus	low_coverage	ASM90030267v1	GCA_900302675.1_ASM90030267v1_genomic.fna	OMOC01089202.1	-	1736	3369	63	305	924	1634	243	470	100	1.81	164	6	0	1634
circo.214.1-Neolamprologus_brichardi	circo.214-Neolamprologus-con_translated	214	circo.214.1	Neolamprologus_brichardi	Actinopteri	Cichlomorphae	Cichliformes	Cichlidae	Neolamprologus	Neolamprologus_brichardi	low_coverage	NeoBri1.0	32507_ref_NeoBri1.0_chrUn.fa	gi|573881695|ref|NW_006272170.1|	+	73087	73341	2	88	1	255	94	127	86.17	5.73	40	3	0	255
circo.214.2-Neolamprologus_brichardi	circo.214-Neolamprologus-con_translated	214	circo.214.2	Neolamprologus_brichardi	Actinopteri	Cichlomorphae	Cichliformes	Cichlidae	Neolamprologus	Neolamprologus_brichardi	low_coverage	NeoBri1.0	32507_ref_NeoBri1.0_chrUn.fa	gi|573877209|ref|NW_006272290.1|	+	322085	322345	1	88	4	261	95	129	86.316	9.11	41	3	0	261
circo.240-Anguilla_anguilla	circo.240-anguilla_translated	240	circo.240.	Anguilla_anguilla	Actinopteri	Unclassified	Anguilliformes	Anguillidae	Anguilla	Anguilla_anguilla	low_coverage	v1	GCA_000695075.1_Anguilla_anguilla_v1_09_nov_10_genomic.fna	AZBK01S029356.1	-	136	1005	1	296	1	870	298	552	99.329	0	1	10	0	870
circo.4-Tinamus_guttatus	circo.4-tinamou-con_translated	4	circo.4.	Tinamus_guttatus	Aves	Palaeognathae	Tinamiformes	Tinamidae	Tinamus	Tinamus_guttatus	low_coverage	bgi_2011-10-28	Tinamus_major.scaf.noBacterial.fa	C16032422	-	64	714	83	283	626	3	214	303	92.523	9.18	105	15	0	651
circo.5-Gallirallus_okinawae	circo.5-Gallirallus_translated	5	circo.5.	Gallirallus_okinawae	Aves	Neognathae	Gruiformes	Rallidae	Gallirallus	Gallirallus_okinawae	low_coverage	Gallirallus_okinawae_ver1.0	GCA_002003005.1_Gallirallus_okinawae_ver1.0_genomic.fna	BDFH01008939.1	-	6372	6635	1	77	25	255	77	159	100	7.57	53	0	0	264
circo.51.1-Pteronura_brasiliensis	circo.51-Carnivore-con_translated	51	circo.51.1	Pteronura_brasiliensis	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Pteronura	Pteronura_brasiliensis	low_coverage	PteBra_v1_BIUU	GCA_004024605.1_PteBra_v1_BIUU_genomic.fna	PJEN01030507.1	-	6306	7026	164	289	362	721	126	177	73.81	4.58	67	2	0	721
circo.51.2-Pteronura_brasiliensis	circo.51-Carnivore-con_translated	51	circo.51.2	Pteronura_brasiliensis	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Pteronura	Pteronura_brasiliensis	low_coverage	PteBra_v1_BIUU	GCA_004024605.1_PteBra_v1_BIUU_genomic.fna	PJEN01020876.1	-	17420	17668	2	84	1	249	83	82	51.807	3.24	20	0	0	249
circo.51.3-Pteronura_brasiliensis	circo.51-Carnivore-con_translated	51	circo.51.3	Pteronura_brasiliensis	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Pteronura	Pteronura_brasiliensis	low_coverage	PteBra_v1_BIUU	GCA_004024605.1_PteBra_v1_BIUU_genomic.fna	PJEN01008412.1	-	86762	87313	2	133	1	396	135	157	68.889	1.13	47	4	0	552
circo.51.4-Pteronura_brasiliensis	circo.51-Carnivore-con_translated	51	circo.51.4	Pteronura_brasiliensis	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Pteronura	Pteronura_brasiliensis	low_coverage	PteBra_v1_BIUU	GCA_004024605.1_PteBra_v1_BIUU_genomic.fna	PJEN01006404.1	+	19129	19875	3	256	1	747	261	148	45.977	3.4	43	10	0	747
circo.51.5-Pteronura_brasiliensis	circo.51-Carnivore-con_translated	51	circo.51.5	Pteronura_brasiliensis	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Pteronura	Pteronura_brasiliensis	low_coverage	PteBra_v1_BIUU	GCA_004024605.1_PteBra_v1_BIUU_genomic.fna	PJEN01005116.1	+	114493	115442	30	208	87	599	198	129	56.061	7.12	35	9	0	950
circo.51.6-Pteronura_brasiliensis	circo.51-Carnivore-con_translated	51	circo.51.6	Pteronura_brasiliensis	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Pteronura	Pteronura_brasiliensis	low_coverage	PteBra_v1_BIUU	GCA_004024605.1_PteBra_v1_BIUU_genomic.fna	PJEN01011226.1	+	60139	60699	97	153	96	257	57	55.8	66.667	2.41	28	3	0	561
circo.51.7-Pteronura_brasiliensis	circo.51-Carnivore-con_translated	51	circo.51.7	Pteronura_brasiliensis	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Pteronura	Pteronura_brasiliensis	low_coverage	PteBra_v1_BIUU	GCA_004024605.1_PteBra_v1_BIUU_genomic.fna	PJEN01004211.1	-	1973	2771	141	271	422	799	132	160	70.455	4.82	69	3	0	799
circo.51.8-Pteronura_brasiliensis	circo.51-Carnivore-con_translated	51	circo.51.8	Pteronura_brasiliensis	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Pteronura	Pteronura_brasiliensis	low_coverage	PteBra_v1_BIUU	GCA_004024605.1_PteBra_v1_BIUU_genomic.fna	PJEN01027395.1	+	11063	11596	75	129	103	258	55	70.9	83.636	7.81	41	3	0	534
circo.51.9-Pteronura_brasiliensis	circo.51-Carnivore-con_translated	51	circo.51.9	Pteronura_brasiliensis	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Pteronura	Pteronura_brasiliensis	low_coverage	PteBra_v1_BIUU	GCA_004024605.1_PteBra_v1_BIUU_genomic.fna	PJEN01005034.1	-	18964	19777	52	244	152	715	202	171	58.416	9.14	52	7	0	814
circo.51.10-Pteronura_brasiliensis	circo.51-Carnivore-con_translated	51	circo.51.10	Pteronura_brasiliensis	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Pteronura	Pteronura_brasiliensis	low_coverage	PteBra_v1_BIUU	GCA_004024605.1_PteBra_v1_BIUU_genomic.fna	PJEN01015355.1	+	18357	19043	3	237	1	687	242	210	61.157	1.64	67	8	0	687
circo.51.11-Pteronura_brasiliensis	circo.51-Carnivore-con_translated	51	circo.51.11	Pteronura_brasiliensis	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Pteronura	Pteronura_brasiliensis	low_coverage	PteBra_v1_BIUU	GCA_004024605.1_PteBra_v1_BIUU_genomic.fna	PJEN01010636.1	+	12401	13157	7	83	1	231	78	92.4	61.538	7.84	22	2	0	757
circo.51.12-Pteronura_brasiliensis	circo.51-Carnivore-con_translated	51	circo.51.12	Pteronura_brasiliensis	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Pteronura	Pteronura_brasiliensis	low_coverage	PteBra_v1_BIUU	GCA_004024605.1_PteBra_v1_BIUU_genomic.fna	PJEN01017041.1	-	13681	14414	52	195	152	553	152	135	65.132	5.3	48	6	0	734
circo.51.13-Pteronura_brasiliensis	circo.51-Carnivore-con_translated	51	circo.51.13	Pteronura_brasiliensis	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Pteronura	Pteronura_brasiliensis	low_coverage	PteBra_v1_BIUU	GCA_004024605.1_PteBra_v1_BIUU_genomic.fna	PJEN01021164.1	+	3432	4213	52	133	155	391	82	107	76.829	1.16	61	3	0	782
circo.51.14-Pteronura_brasiliensis	circo.51-Carnivore-con_translated	51	circo.51.14	Pteronura_brasiliensis	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Pteronura	Pteronura_brasiliensis	low_coverage	PteBra_v1_BIUU	GCA_004024605.1_PteBra_v1_BIUU_genomic.fna	PJEN01002862.1	-	93439	94237	139	249	398	730	112	119	72.321	1.07	49	2	0	799
circo.51.15-Pteronura_brasiliensis	circo.51-Carnivore-con_translated	51	circo.51.15	Pteronura_brasiliensis	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Pteronura	Pteronura_brasiliensis	low_coverage	PteBra_v1_BIUU	GCA_004024605.1_PteBra_v1_BIUU_genomic.fna	PJEN01020472.1	+	5110	5831	7	129	1	345	130	118	58.462	5.12	56	5	0	722
circo.51.16-Pteronura_brasiliensis	circo.51-Carnivore-con_translated	51	circo.51.16	Pteronura_brasiliensis	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Pteronura	Pteronura_brasiliensis	low_coverage	PteBra_v1_BIUU	GCA_004024605.1_PteBra_v1_BIUU_genomic.fna	PJEN01038667.1	-	169	462	2	100	1	294	99	89.4	51.515	9.44	23	1	0	294
circo.51.17-Mustela_erminea	circo.51-Carnivore-con_translated	51	circo.51.17	Mustela_erminea	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Mustela	Mustela_erminea	low_coverage	mMusErm1	GCA_009829165.1_mMusErm1.alt_genomic.fna	WNLZ01001734.1	+	362844	363644	55	128	1	213	74	96.7	79.73	1.02	40	3	0	801
circo.51.18-Mustela_erminea	circo.51-Carnivore-con_translated	51	circo.51.18	Mustela_erminea	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Mustela	Mustela_erminea	low_coverage	mMusErm1	GCA_009829165.1_mMusErm1.alt_genomic.fna	WNLZ01002945.1	+	1630250	1631103	139	298	396	854	161	202	71.429	1.36	63	4	0	854
circo.51.19-Mustela_erminea	circo.51-Carnivore-con_translated	51	circo.51.19	Mustela_erminea	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Mustela	Mustela_erminea	low_coverage	mMusErm1	GCA_009829165.1_mMusErm1.alt_genomic.fna	WNLZ01003231.1	-	275	1033	2	260	1	741	270	167	51.481	3.09	50	10	0	759
circo.51.20-Mustela_erminea	circo.51-Carnivore-con_translated	51	circo.51.20	Mustela_erminea	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Mustela	Mustela_erminea	low_coverage	mMusErm1	GCA_009829165.1_mMusErm1.alt_genomic.fna	WNLZ01001676.1	-	254362	255027	61	256	85	666	209	90.1	42.105	2.65	21	10	0	666
circo.51.21-Mustela_erminea	circo.51-Carnivore-con_translated	51	circo.51.21	Mustela_erminea	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Mustela	Mustela_erminea	low_coverage	mMusErm1	GCA_009829165.1_mMusErm1.alt_genomic.fna	WNLZ01002996.1	-	63077	63962	160	317	440	886	158	184	70.886	7.23	68	2	0	886
circo.51.22-Mustela_erminea	circo.51-Carnivore-con_translated	51	circo.51.22	Mustela_erminea	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Mustela	Mustela_erminea	low_coverage	mMusErm1	GCA_009829165.1_mMusErm1.alt_genomic.fna	WNLZ01002236.1	-	771343	772029	133	271	286	687	149	148	61.074	1.16	63	5	0	687
circo.51.23-Mustela_erminea	circo.51-Carnivore-con_translated	51	circo.51.23	Mustela_erminea	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Mustela	Mustela_erminea	low_coverage	mMusErm1	GCA_009829165.1_mMusErm1.alt_genomic.fna	WNLZ01002290.1	+	1422344	1423120	3	260	1	759	278	225	50.719	6.03	73	7	0	777
circo.51.24-Mustela_erminea	circo.51-Carnivore-con_translated	51	circo.51.24	Mustela_erminea	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Mustela	Mustela_erminea	low_coverage	mMusErm1	GCA_009829165.1_mMusErm1.alt_genomic.fna	WNLZ01000449.1	-	274588	275329	2	129	1	357	129	145	65.891	2.87	69	5	0	742
circo.51.25-Mustela_erminea	circo.51-Carnivore-con_translated	51	circo.51.25	Mustela_erminea	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Mustela	Mustela_erminea	low_coverage	mMusErm1	GCA_009829165.1_mMusErm1.alt_genomic.fna	WNLZ01000125.1	-	495152	495743	139	212	243	461	75	111	82.667	1.53	64	3	0	592
circo.51.26-Mustela_erminea	circo.51-Carnivore-con_translated	51	circo.51.26	Mustela_erminea	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Mustela	Mustela_erminea	low_coverage	mMusErm1	GCA_009829165.1_mMusErm1.alt_genomic.fna	WNLZ01003102.1	+	406511	407294	121	271	344	784	155	172	65.806	6.89	59	5	0	784
circo.51.27-Mustela_erminea	circo.51-Carnivore-con_translated	51	circo.51.27	Mustela_erminea	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Mustela	Mustela_erminea	low_coverage	mMusErm1	GCA_009829165.1_mMusErm1.alt_genomic.fna	WNLZ01000823.1	-	87456	88121	10	237	1	666	248	193	53.226	4.95	61	8	0	666
circo.51.28-Mirounga_angustirostris	circo.51-Carnivore-con_translated	51	circo.51.28	Mirounga_angustirostris	Mammalia	Laurasiatheria	Carnivora	Phocidae	Mirounga	Mirounga_angustirostris	low_coverage	MirAng_v1_BIUU	GCA_004023865.1_MirAng_v1_BIUU_genomic.fna	PITE01073571.1	-	4	685	52	230	155	682	180	206	71.667	9.25	69	5	0	682
circo.51.29-Mirounga_angustirostris	circo.51-Carnivore-con_translated	51	circo.51.29	Mirounga_angustirostris	Mammalia	Laurasiatheria	Carnivora	Phocidae	Mirounga	Mirounga_angustirostris	low_coverage	MirAng_v1_BIUU	GCA_004023865.1_MirAng_v1_BIUU_genomic.fna	PITE01117962.1	-	48	335	55	133	1	228	79	114	83.544	3.98	32	3	0	288
circo.51.30-Mirounga_angustirostris	circo.51-Carnivore-con_translated	51	circo.51.30	Mirounga_angustirostris	Mammalia	Laurasiatheria	Carnivora	Phocidae	Mirounga	Mirounga_angustirostris	low_coverage	MirAng_v1_BIUU	GCA_004023865.1_MirAng_v1_BIUU_genomic.fna	PITE01090913.1	-	73	523	52	133	155	391	82	108	80.488	5.15	40	3	0	451
circo.51.31-Mirounga_angustirostris	circo.51-Carnivore-con_translated	51	circo.51.31	Mirounga_angustirostris	Mammalia	Laurasiatheria	Carnivora	Phocidae	Mirounga	Mirounga_angustirostris	low_coverage	MirAng_v1_BIUU	GCA_004023865.1_MirAng_v1_BIUU_genomic.fna	PITE01227993.1	-	3	218	195	261	1	201	67	78.6	76.119	3.36	19	0	0	216
circo.51.32-Mirounga_angustirostris	circo.51-Carnivore-con_translated	51	circo.51.32	Mirounga_angustirostris	Mammalia	Laurasiatheria	Carnivora	Phocidae	Mirounga	Mirounga_angustirostris	low_coverage	MirAng_v1_BIUU	GCA_004023865.1_MirAng_v1_BIUU_genomic.fna	PITE01123660.1	-	205	399	201	261	1	183	61	71.6	75.41	8.36	17	0	0	195
circo.51.33-Mirounga_angustirostris	circo.51-Carnivore-con_translated	51	circo.51.33	Mirounga_angustirostris	Mammalia	Laurasiatheria	Carnivora	Phocidae	Mirounga	Mirounga_angustirostris	low_coverage	MirAng_v1_BIUU	GCA_004023865.1_MirAng_v1_BIUU_genomic.fna	PITE01110732.1	-	5	416	160	230	200	412	71	84.3	78.873	4.69	28	0	0	412
circo.51.34-Mirounga_angustirostris	circo.51-Carnivore-con_translated	51	circo.51.34	Mirounga_angustirostris	Mammalia	Laurasiatheria	Carnivora	Phocidae	Mirounga	Mirounga_angustirostris	low_coverage	MirAng_v1_BIUU	GCA_004023865.1_MirAng_v1_BIUU_genomic.fna	PITE01095417.1	-	15	402	32	132	95	388	101	114	71.287	8.43	32	3	0	388
circo.51.35-Mirounga_angustirostris	circo.51-Carnivore-con_translated	51	circo.51.35	Mirounga_angustirostris	Mammalia	Laurasiatheria	Carnivora	Phocidae	Mirounga	Mirounga_angustirostris	low_coverage	MirAng_v1_BIUU	GCA_004023865.1_MirAng_v1_BIUU_genomic.fna	PITE01152876.1	-	84	317	73	133	1	174	61	72.8	75.41	5.99	17	3	0	234
circo.51.36-Mirounga_angustirostris	circo.51-Carnivore-con_translated	51	circo.51.36	Mirounga_angustirostris	Mammalia	Laurasiatheria	Carnivora	Phocidae	Mirounga	Mirounga_angustirostris	low_coverage	MirAng_v1_BIUU	GCA_004023865.1_MirAng_v1_BIUU_genomic.fna	PITE01134683.1	-	74	181	3	38	1	108	36	63.9	75	1.67	14	0	0	108
circo.51.37-Mirounga_angustirostris	circo.51-Carnivore-con_translated	51	circo.51.37	Mirounga_angustirostris	Mammalia	Laurasiatheria	Carnivora	Phocidae	Mirounga	Mirounga_angustirostris	low_coverage	MirAng_v1_BIUU	GCA_004023865.1_MirAng_v1_BIUU_genomic.fna	PITE01229969.1	-	2	217	195	261	1	201	67	78.6	76.119	3.36	19	0	0	216
circo.51.38-Mirounga_angustirostris	circo.51-Carnivore-con_translated	51	circo.51.38	Mirounga_angustirostris	Mammalia	Laurasiatheria	Carnivora	Phocidae	Mirounga	Mirounga_angustirostris	low_coverage	MirAng_v1_BIUU	GCA_004023865.1_MirAng_v1_BIUU_genomic.fna	PITE01017906.1	-	27890	28706	160	280	464	811	121	185	76.86	4.22	89	1	0	817
circo.51.39-Mirounga_angustirostris	circo.51-Carnivore-con_translated	51	circo.51.39	Mirounga_angustirostris	Mammalia	Laurasiatheria	Carnivora	Phocidae	Mirounga	Mirounga_angustirostris	low_coverage	MirAng_v1_BIUU	GCA_004023865.1_MirAng_v1_BIUU_genomic.fna	PITE01165515.1	+	3	185	205	261	1	171	57	62.4	73.684	1.74	13	0	0	183
circo.51.40-Martes_zibellina	circo.51-Carnivore-con_translated	51	circo.51.40	Martes_zibellina	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Martes	Martes_zibellina	low_coverage	ASM1258336v1	GCA_012583365.1_ASM1258336v1_genomic.fna	RDFD01009791.1	-	12737	13230	64	167	1	306	106	116	68.868	3.73	47	5	0	494
circo.51.41-Martes_zibellina	circo.51-Carnivore-con_translated	51	circo.51.41	Martes_zibellina	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Martes	Martes_zibellina	low_coverage	ASM1258336v1	GCA_012583365.1_ASM1258336v1_genomic.fna	RDFD01000027.1	+	23719	24496	164	271	470	778	108	152	73.148	1.16	47	1	0	778
circo.51.42-Martes_zibellina	circo.51-Carnivore-con_translated	51	circo.51.42	Martes_zibellina	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Martes	Martes_zibellina	low_coverage	ASM1258336v1	GCA_012583365.1_ASM1258336v1_genomic.fna	RDFD01000448.1	-	35634	36383	52	228	152	670	198	158	54.545	6.41	47	7	0	750
circo.51.43-Martes_zibellina	circo.51-Carnivore-con_translated	51	circo.51.43	Martes_zibellina	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Martes	Martes_zibellina	low_coverage	ASM1258336v1	GCA_012583365.1_ASM1258336v1_genomic.fna	RDFD01001470.1	+	30722	31508	81	271	239	787	202	159	60.396	1.02	51	7	0	787
circo.51.44-Martes_zibellina	circo.51-Carnivore-con_translated	51	circo.51.44	Martes_zibellina	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Martes	Martes_zibellina	low_coverage	ASM1258336v1	GCA_012583365.1_ASM1258336v1_genomic.fna	RDFD01010369.1	+	4855537	4856266	20	129	1	321	110	121	68.182	6.55	50	3	0	730
circo.51.45-Martes_zibellina	circo.51-Carnivore-con_translated	51	circo.51.45	Martes_zibellina	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Martes	Martes_zibellina	low_coverage	ASM1258336v1	GCA_012583365.1_ASM1258336v1_genomic.fna	RDFD01011403.1	+	689172	689597	83	233	1	423	164	124	62.195	3.22	35	9	0	426
circo.51.46-Martes_zibellina	circo.51-Carnivore-con_translated	51	circo.51.46	Martes_zibellina	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Martes	Martes_zibellina	low_coverage	ASM1258336v1	GCA_012583365.1_ASM1258336v1_genomic.fna	RDFD01002002.1	+	5535162	5535903	160	261	428	733	102	153	75.49	7.7	71	0	0	742
circo.51.47-Martes_zibellina	circo.51-Carnivore-con_translated	51	circo.51.47	Martes_zibellina	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Martes	Martes_zibellina	low_coverage	ASM1258336v1	GCA_012583365.1_ASM1258336v1_genomic.fna	RDFD01006924.1	-	11320904	11321642	139	234	388	675	97	132	76.289	1.05	76	2	0	739
circo.51.48-Martes_zibellina	circo.51-Carnivore-con_translated	51	circo.51.48	Martes_zibellina	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Martes	Martes_zibellina	low_coverage	ASM1258336v1	GCA_012583365.1_ASM1258336v1_genomic.fna	RDFD01009147.1	-	325728	326500	140	260	405	755	122	166	73.77	7.6	50	3	0	773
