taxon	sequenceID	name	genus	scaffold	host_species	host_genus	host_family	host_order
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Mustela_erminea_2807370	Mustela_erminea_2807370	Mustela_erminea_2807370	Circovirus	WNLZ01002146.1	Mustela_erminea	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Mustela_erminea_281505	Mustela_erminea_281505	Mustela_erminea_281505	Circovirus	WNLZ01001698.1	Mustela_erminea	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Mustela_erminea_315870	Mustela_erminea_315870	Mustela_erminea_315870	Circovirus	WNLZ01001698.1	Mustela_erminea	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Mustela_erminea_333121	Mustela_erminea_333121	Mustela_erminea_333121	Circovirus	WNLZ01000219.1	Mustela_erminea	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Mustela_erminea_345026	Mustela_erminea_345026	Mustela_erminea_345026	Circovirus	WNLZ01002611.1	Mustela_erminea	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Mustela_erminea_362844	Mustela_erminea_362844	Mustela_erminea_362844	Circovirus	WNLZ01001734.1	Mustela_erminea	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Mustela_erminea_36745	Mustela_erminea_36745	Mustela_erminea_36745	Circovirus	WNLZ01002055.1	Mustela_erminea	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Mustela_erminea_36969	Mustela_erminea_36969	Mustela_erminea_36969	Circovirus	WNLZ01002048.1	Mustela_erminea	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Mustela_erminea_373026	Mustela_erminea_373026	Mustela_erminea_373026	Circovirus	WNLZ01002097.1	Mustela_erminea	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Mustela_erminea_406511	Mustela_erminea_406511	Mustela_erminea_406511	Circovirus	WNLZ01003102.1	Mustela_erminea	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Mustela_erminea_4098	Mustela_erminea_4098	Mustela_erminea_4098	Circovirus	WNLZ01002502.1	Mustela_erminea	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Mustela_erminea_495152	Mustela_erminea_495152	Mustela_erminea_495152	Circovirus	WNLZ01000125.1	Mustela_erminea	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Mustela_erminea_598066	Mustela_erminea_598066	Mustela_erminea_598066	Circovirus	WNLZ01002013.1	Mustela_erminea	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Mustela_erminea_63077	Mustela_erminea_63077	Mustela_erminea_63077	Circovirus	WNLZ01002996.1	Mustela_erminea	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Mustela_erminea_631197	Mustela_erminea_631197	Mustela_erminea_631197	Circovirus	WNLZ01001425.1	Mustela_erminea	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Mustela_erminea_73890	Mustela_erminea_73890	Mustela_erminea_73890	Circovirus	WNLZ01000740.1	Mustela_erminea	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Mustela_erminea_73992	Mustela_erminea_73992	Mustela_erminea_73992	Circovirus	WNLZ01003161.1	Mustela_erminea	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Mustela_erminea_771343	Mustela_erminea_771343	Mustela_erminea_771343	Circovirus	WNLZ01002236.1	Mustela_erminea	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Mustela_erminea_787793	Mustela_erminea_787793	Mustela_erminea_787793	Circovirus	WNLZ01001383.1	Mustela_erminea	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Mustela_erminea_83938	Mustela_erminea_83938	Mustela_erminea_83938	Circovirus	WNLZ01003231.1	Mustela_erminea	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Mustela_erminea_87456	Mustela_erminea_87456	Mustela_erminea_87456	Circovirus	WNLZ01000823.1	Mustela_erminea	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Mustela_erminea_92583	Mustela_erminea_92583	Mustela_erminea_92583	Circovirus	WNLZ01002504.1	Mustela_erminea	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Mustela_putorius_furo_10177750	Mustela_putorius_furo_10177750	Mustela_putorius_furo_10177750	Circovirus	GL896959	Mustela_putorius_furo	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Mustela_putorius_furo_10506299	Mustela_putorius_furo_10506299	Mustela_putorius_furo_10506299	Circovirus	GL896935	Mustela_putorius_furo	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Mustela_putorius_furo_10556602	Mustela_putorius_furo_10556602	Mustela_putorius_furo_10556602	Circovirus	GL896935	Mustela_putorius_furo	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Mustela_putorius_furo_1082346	Mustela_putorius_furo_1082346	Mustela_putorius_furo_1082346	Circovirus	GL897136	Mustela_putorius_furo	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Mustela_putorius_furo_1321567	Mustela_putorius_furo_1321567	Mustela_putorius_furo_1321567	Circovirus	GL896963	Mustela_putorius_furo	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Mustela_putorius_furo_1377161	Mustela_putorius_furo_1377161	Mustela_putorius_furo_1377161	Circovirus	GL896992	Mustela_putorius_furo	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Mustela_putorius_furo_13830646	Mustela_putorius_furo_13830646	Mustela_putorius_furo_13830646	Circovirus	GL896932	Mustela_putorius_furo	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Mustela_putorius_furo_14143621	Mustela_putorius_furo_14143621	Mustela_putorius_furo_14143621	Circovirus	GL896901	Mustela_putorius_furo	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Mustela_putorius_furo_1466718	Mustela_putorius_furo_1466718	Mustela_putorius_furo_1466718	Circovirus	GL896992	Mustela_putorius_furo	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Mustela_putorius_furo_157188	Mustela_putorius_furo_157188	Mustela_putorius_furo_157188	Circovirus	GL897253	Mustela_putorius_furo	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Mustela_putorius_furo_1665284	Mustela_putorius_furo_1665284	Mustela_putorius_furo_1665284	Circovirus	GL897092	Mustela_putorius_furo	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Mustela_putorius_furo_174081	Mustela_putorius_furo_174081	Mustela_putorius_furo_174081	Circovirus	GL897048	Mustela_putorius_furo	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Mustela_putorius_furo_2227401	Mustela_putorius_furo_2227401	Mustela_putorius_furo_2227401	Circovirus	GL896982	Mustela_putorius_furo	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Mustela_putorius_furo_2279375	Mustela_putorius_furo_2279375	Mustela_putorius_furo_2279375	Circovirus	GL896982	Mustela_putorius_furo	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Mustela_putorius_furo_2405427	Mustela_putorius_furo_2405427	Mustela_putorius_furo_2405427	Circovirus	GL896958	Mustela_putorius_furo	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Mustela_putorius_furo_25833266	Mustela_putorius_furo_25833266	Mustela_putorius_furo_25833266	Circovirus	GL896906	Mustela_putorius_furo	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Mustela_putorius_furo_282035	Mustela_putorius_furo_282035	Mustela_putorius_furo_282035	Circovirus	GL897339	Mustela_putorius_furo	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Mustela_putorius_furo_2866902	Mustela_putorius_furo_2866902	Mustela_putorius_furo_2866902	Circovirus	GL897020	Mustela_putorius_furo	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Mustela_putorius_furo_2946879	Mustela_putorius_furo_2946879	Mustela_putorius_furo_2946879	Circovirus	GL896948	Mustela_putorius_furo	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Mustela_putorius_furo_312110	Mustela_putorius_furo_312110	Mustela_putorius_furo_312110	Circovirus	GL897140	Mustela_putorius_furo	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Mustela_putorius_furo_3185613	Mustela_putorius_furo_3185613	Mustela_putorius_furo_3185613	Circovirus	GL897054	Mustela_putorius_furo	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Mustela_putorius_furo_3298616	Mustela_putorius_furo_3298616	Mustela_putorius_furo_3298616	Circovirus	GL897073	Mustela_putorius_furo	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Mustela_putorius_furo_34542459	Mustela_putorius_furo_34542459	Mustela_putorius_furo_34542459	Circovirus	GL896899	Mustela_putorius_furo	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Mustela_putorius_furo_3483470	Mustela_putorius_furo_3483470	Mustela_putorius_furo_3483470	Circovirus	GL897099	Mustela_putorius_furo	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Mustela_putorius_furo_3537543	Mustela_putorius_furo_3537543	Mustela_putorius_furo_3537543	Circovirus	GL896953	Mustela_putorius_furo	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Mustela_putorius_furo_374579	Mustela_putorius_furo_374579	Mustela_putorius_furo_374579	Circovirus	GL897105	Mustela_putorius_furo	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Mustela_putorius_furo_3952161	Mustela_putorius_furo_3952161	Mustela_putorius_furo_3952161	Circovirus	GL897020	Mustela_putorius_furo	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Mustela_putorius_furo_3987425	Mustela_putorius_furo_3987425	Mustela_putorius_furo_3987425	Circovirus	GL897020	Mustela_putorius_furo	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Mustela_putorius_furo_46996	Mustela_putorius_furo_46996	Mustela_putorius_furo_46996	Circovirus	GL896959	Mustela_putorius_furo	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Mustela_putorius_furo_4810451	Mustela_putorius_furo_4810451	Mustela_putorius_furo_4810451	Circovirus	GL896898	Mustela_putorius_furo	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Mustela_putorius_furo_4939604	Mustela_putorius_furo_4939604	Mustela_putorius_furo_4939604	Circovirus	GL896902	Mustela_putorius_furo	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Mustela_putorius_furo_5018349	Mustela_putorius_furo_5018349	Mustela_putorius_furo_5018349	Circovirus	GL896902	Mustela_putorius_furo	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Mustela_putorius_furo_5116640	Mustela_putorius_furo_5116640	Mustela_putorius_furo_5116640	Circovirus	GL897055	Mustela_putorius_furo	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Mustela_putorius_furo_56002	Mustela_putorius_furo_56002	Mustela_putorius_furo_56002	Circovirus	GL897344	Mustela_putorius_furo	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Mustela_putorius_furo_649084	Mustela_putorius_furo_649084	Mustela_putorius_furo_649084	Circovirus	GL897063	Mustela_putorius_furo	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Mustela_putorius_furo_6604976	Mustela_putorius_furo_6604976	Mustela_putorius_furo_6604976	Circovirus	GL897015	Mustela_putorius_furo	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Mustela_putorius_furo_678553	Mustela_putorius_furo_678553	Mustela_putorius_furo_678553	Circovirus	GL896964	Mustela_putorius_furo	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Mustela_putorius_furo_711013	Mustela_putorius_furo_711013	Mustela_putorius_furo_711013	Circovirus	GL897066	Mustela_putorius_furo	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Mustela_putorius_furo_8406726	Mustela_putorius_furo_8406726	Mustela_putorius_furo_8406726	Circovirus	GL896962	Mustela_putorius_furo	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Mustela_putorius_furo_8878708	Mustela_putorius_furo_8878708	Mustela_putorius_furo_8878708	Circovirus	GL896973	Mustela_putorius_furo	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Mustela_putorius_furo_8963699	Mustela_putorius_furo_8963699	Mustela_putorius_furo_8963699	Circovirus	GL896933	Mustela_putorius_furo	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Neomonachus_schauinslandi_10218469	Neomonachus_schauinslandi_10218469	Neomonachus_schauinslandi_10218469	Circovirus	NINY01007744.1	Neomonachus_schauinslandi	-	Phocidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Neomonachus_schauinslandi_10304	Neomonachus_schauinslandi_10304	Neomonachus_schauinslandi_10304	Circovirus	NINY01000606.1	Neomonachus_schauinslandi	-	Phocidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Neomonachus_schauinslandi_1064	Neomonachus_schauinslandi_1064	Neomonachus_schauinslandi_1064	Circovirus	NINY01007112.1	Neomonachus_schauinslandi	-	Phocidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Neomonachus_schauinslandi_17415	Neomonachus_schauinslandi_17415	Neomonachus_schauinslandi_17415	Circovirus	NINY01007741.1	Neomonachus_schauinslandi	-	Phocidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Neomonachus_schauinslandi_2951084	Neomonachus_schauinslandi_2951084	Neomonachus_schauinslandi_2951084	Circovirus	NINY01007826.1	Neomonachus_schauinslandi	-	Phocidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Neomonachus_schauinslandi_44	Neomonachus_schauinslandi_44	Neomonachus_schauinslandi_44	Circovirus	NINY01005411.1	Neomonachus_schauinslandi	-	Phocidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Neomonachus_schauinslandi_4856018	Neomonachus_schauinslandi_4856018	Neomonachus_schauinslandi_4856018	Circovirus	NINY01007714.1	Neomonachus_schauinslandi	-	Phocidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Neomonachus_schauinslandi_6	Neomonachus_schauinslandi_6	Neomonachus_schauinslandi_6	Circovirus	NINY01003208.1	Neomonachus_schauinslandi	-	Phocidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Neomonachus_schauinslandi_77	Neomonachus_schauinslandi_77	Neomonachus_schauinslandi_77	Circovirus	NINY01004306.1	Neomonachus_schauinslandi	-	Phocidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Neomonachus_schauinslandi_9511683	Neomonachus_schauinslandi_9511683	Neomonachus_schauinslandi_9511683	Circovirus	NINY01007737.1	Neomonachus_schauinslandi	-	Phocidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Neovison_vison_10406898	Neovison_vison_10406898	Neovison_vison_10406898	Circovirus	FNWR01000029.1	Neovison_vison	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Neovison_vison_10476115	Neovison_vison_10476115	Neovison_vison_10476115	Circovirus	FNWR01000002.1	Neovison_vison	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Neovison_vison_106718	Neovison_vison_106718	Neovison_vison_106718	Circovirus	FNWR01000179.1	Neovison_vison	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Neovison_vison_110763	Neovison_vison_110763	Neovison_vison_110763	Circovirus	FNWR01000789.1	Neovison_vison	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Neovison_vison_13404329	Neovison_vison_13404329	Neovison_vison_13404329	Circovirus	FNWR01000022.1	Neovison_vison	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Neovison_vison_14866	Neovison_vison_14866	Neovison_vison_14866	Circovirus	FNWR01001387.1	Neovison_vison	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Neovison_vison_150098	Neovison_vison_150098	Neovison_vison_150098	Circovirus	FNWR01000472.1	Neovison_vison	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Neovison_vison_192682	Neovison_vison_192682	Neovison_vison_192682	Circovirus	FNWR01000097.1	Neovison_vison	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Neovison_vison_193	Neovison_vison_193	Neovison_vison_193	Circovirus	FNWR01002844.1	Neovison_vison	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Neovison_vison_1962442	Neovison_vison_1962442	Neovison_vison_1962442	Circovirus	FNWR01000290.1	Neovison_vison	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Neovison_vison_22054	Neovison_vison_22054	Neovison_vison_22054	Circovirus	FNWR01001433.1	Neovison_vison	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Neovison_vison_2296431	Neovison_vison_2296431	Neovison_vison_2296431	Circovirus	FNWR01000247.1	Neovison_vison	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Neovison_vison_26407	Neovison_vison_26407	Neovison_vison_26407	Circovirus	FNWR01001317.1	Neovison_vison	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Neovison_vison_28255	Neovison_vison_28255	Neovison_vison_28255	Circovirus	FNWR01000021.1	Neovison_vison	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Neovison_vison_2887374	Neovison_vison_2887374	Neovison_vison_2887374	Circovirus	FNWR01000315.1	Neovison_vison	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Neovison_vison_2893	Neovison_vison_2893	Neovison_vison_2893	Circovirus	FNWR01002277.1	Neovison_vison	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Neovison_vison_293761	Neovison_vison_293761	Neovison_vison_293761	Circovirus	FNWR01000645.1	Neovison_vison	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Neovison_vison_345874	Neovison_vison_345874	Neovison_vison_345874	Circovirus	FNWR01000605.1	Neovison_vison	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Neovison_vison_3654	Neovison_vison_3654	Neovison_vison_3654	Circovirus	FNWR01001432.1	Neovison_vison	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Neovison_vison_3664	Neovison_vison_3664	Neovison_vison_3664	Circovirus	FNWR01000067.1	Neovison_vison	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Neovison_vison_37587	Neovison_vison_37587	Neovison_vison_37587	Circovirus	FNWR01000871.1	Neovison_vison	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Neovison_vison_3763143	Neovison_vison_3763143	Neovison_vison_3763143	Circovirus	FNWR01000051.1	Neovison_vison	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Neovison_vison_3985224	Neovison_vison_3985224	Neovison_vison_3985224	Circovirus	FNWR01000165.1	Neovison_vison	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Neovison_vison_4042579	Neovison_vison_4042579	Neovison_vison_4042579	Circovirus	FNWR01000167.1	Neovison_vison	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Neovison_vison_51026	Neovison_vison_51026	Neovison_vison_51026	Circovirus	FNWR01000246.1	Neovison_vison	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Neovison_vison_5193728	Neovison_vison_5193728	Neovison_vison_5193728	Circovirus	FNWR01000094.1	Neovison_vison	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Neovison_vison_5263145	Neovison_vison_5263145	Neovison_vison_5263145	Circovirus	FNWR01000124.1	Neovison_vison	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Neovison_vison_54553	Neovison_vison_54553	Neovison_vison_54553	Circovirus	FNWR01000240.1	Neovison_vison	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Neovison_vison_5460569	Neovison_vison_5460569	Neovison_vison_5460569	Circovirus	FNWR01000133.1	Neovison_vison	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Neovison_vison_585698	Neovison_vison_585698	Neovison_vison_585698	Circovirus	FNWR01000461.1	Neovison_vison	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Neovison_vison_601791	Neovison_vison_601791	Neovison_vison_601791	Circovirus	FNWR01000461.1	Neovison_vison	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Neovison_vison_673065	Neovison_vison_673065	Neovison_vison_673065	Circovirus	FNWR01000461.1	Neovison_vison	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Neovison_vison_693790	Neovison_vison_693790	Neovison_vison_693790	Circovirus	FNWR01000263.1	Neovison_vison	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Neovison_vison_707457	Neovison_vison_707457	Neovison_vison_707457	Circovirus	FNWR01000047.1	Neovison_vison	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Neovison_vison_709818	Neovison_vison_709818	Neovison_vison_709818	Circovirus	FNWR01000198.1	Neovison_vison	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Neovison_vison_755355	Neovison_vison_755355	Neovison_vison_755355	Circovirus	FNWR01000061.1	Neovison_vison	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Neovison_vison_8061341	Neovison_vison_8061341	Neovison_vison_8061341	Circovirus	FNWR01000040.1	Neovison_vison	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Neovison_vison_80927	Neovison_vison_80927	Neovison_vison_80927	Circovirus	FNWR01000738.1	Neovison_vison	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Neovison_vison_85728	Neovison_vison_85728	Neovison_vison_85728	Circovirus	FNWR01000600.1	Neovison_vison	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Neovison_vison_858906	Neovison_vison_858906	Neovison_vison_858906	Circovirus	FNWR01000074.1	Neovison_vison	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Neovison_vison_87070	Neovison_vison_87070	Neovison_vison_87070	Circovirus	FNWR01000205.1	Neovison_vison	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Neovison_vison_905825	Neovison_vison_905825	Neovison_vison_905825	Circovirus	FNWR01000074.1	Neovison_vison	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Odobenus_rosmarus_1126620	Odobenus_rosmarus_1126620	Odobenus_rosmarus_1126620	Circovirus	gi|469047786|ref|NW_004450890.1|	Odobenus_rosmarus	-	Odobenidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Odobenus_rosmarus_11949	Odobenus_rosmarus_11949	Odobenus_rosmarus_11949	Circovirus	gi|469046941|ref|NW_004451065.1|	Odobenus_rosmarus	-	Odobenidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Odobenus_rosmarus_12978527	Odobenus_rosmarus_12978527	Odobenus_rosmarus_12978527	Circovirus	gi|469051676|ref|NW_004450264.1|	Odobenus_rosmarus	-	Odobenidae	Carnivora
