taxon	sequenceID	pubmed_id	length	genus	name	full_name	clade	isolate	host_sci_name	sample_date	country
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/KT168349	KT168349	-	1996	Circovirus	BFDV	Beak and feather disease virus	Avian-1	CS15-0726-026-OBP-TAS	Neophema chrysogaster	2015	Australia
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/KT168350	KT168350	-	1994	Circovirus	BFDV	Beak and feather disease virus	Avian-1	CS14-0453-001-OBP	Neophema chrysogaster	2014	Australia
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/KT168351	KT168351	-	1993	Circovirus	BFDV	Beak and feather disease virus	Avian-1	CS14-0453-002-OBP	Neophema chrysogaster	2014	Australia
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/KT168352	KT168352	-	1993	Circovirus	BFDV	Beak and feather disease virus	Avian-1	OBP3	Neophema chrysogaster	2014	Australia
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/KT168353	KT168353	-	1993	Circovirus	BFDV	Beak and feather disease virus	Avian-1	OBP-TT	Neophema chrysogaster	2014	Australia
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/KT602807	KT602807	-	574	Circovirus	BFDV	Beak and feather disease virus	Avian-1	F015_2014	Psittacula eques	2014	Mauritius
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/KT602808	KT602808	-	574	Circovirus	BFDV	Beak and feather disease virus	Avian-1	F018_2014	Psittacula eques	2014	Mauritius
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/KT602809	KT602809	-	574	Circovirus	BFDV	Beak and feather disease virus	Avian-1	F049_2014	Psittacula eques	2014	Mauritius
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/KT602810	KT602810	-	574	Circovirus	BFDV	Beak and feather disease virus	Avian-1	F076_2014	Psittacula eques	2014	Mauritius
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/KT602811	KT602811	-	574	Circovirus	BFDV	Beak and feather disease virus	Avian-1	F092_2014	Psittacula eques	2014	Mauritius
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/KT602812	KT602812	-	574	Circovirus	BFDV	Beak and feather disease virus	Avian-1	F120_2014	Psittacula eques	2014	Mauritius
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/KT602813	KT602813	-	574	Circovirus	BFDV	Beak and feather disease virus	Avian-1	F164_2014	Psittacula eques	2014	Mauritius
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/KT602814	KT602814	-	574	Circovirus	BFDV	Beak and feather disease virus	Avian-1	P9_2014	Psittacula eques	2015	Mauritius
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/KT602815	KT602815	-	574	Circovirus	BFDV	Beak and feather disease virus	Avian-1	P10_2014	Psittacula eques	2015	Mauritius
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/KT602816	KT602816	-	574	Circovirus	BFDV	Beak and feather disease virus	Avian-1	P12_2014	Psittacula eques	2015	Mauritius
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/KT602817	KT602817	-	574	Circovirus	BFDV	Beak and feather disease virus	Avian-1	P13_2014	Psittacula eques	2015	Mauritius
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/KT602818	KT602818	-	574	Circovirus	BFDV	Beak and feather disease virus	Avian-1	P15_2014	Psittacula eques	2015	Mauritius
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/KT602819	KT602819	-	574	Circovirus	BFDV	Beak and feather disease virus	Avian-1	P16_2014	Psittacula eques	2015	Mauritius
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/KT602820	KT602820	-	574	Circovirus	BFDV	Beak and feather disease virus	Avian-1	P18_2014	Psittacula eques	2015	Mauritius
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/KT602821	KT602821	-	574	Circovirus	BFDV	Beak and feather disease virus	Avian-1	P19_2014	Psittacula eques	2015	Mauritius
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/KT602822	KT602822	-	574	Circovirus	BFDV	Beak and feather disease virus	Avian-1	A053_2009	Psittacula eques	2009	Mauritius
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/KT602823	KT602823	-	574	Circovirus	BFDV	Beak and feather disease virus	Avian-1	C052_2011	Psittacula eques	2011	Mauritius
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/KT602824	KT602824	-	574	Circovirus	BFDV	Beak and feather disease virus	Avian-1	C066_2011	Psittacula eques	2011	Mauritius
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/KT602825	KT602825	-	574	Circovirus	BFDV	Beak and feather disease virus	Avian-1	C100_2011	Psittacula eques	2011	Mauritius
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/KT602826	KT602826	-	574	Circovirus	BFDV	Beak and feather disease virus	Avian-1	C102_2011	Psittacula eques	2011	Mauritius
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/KT602827	KT602827	-	574	Circovirus	BFDV	Beak and feather disease virus	Avian-1	D061_2012	Psittacula eques	2012	Mauritius
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/KT602828	KT602828	-	574	Circovirus	BFDV	Beak and feather disease virus	Avian-1	D085_2012	Psittacula eques	2012	Mauritius
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/KT602829	KT602829	-	574	Circovirus	BFDV	Beak and feather disease virus	Avian-1	E009_2013	Psittacula eques	2013	Mauritius
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/KT602830	KT602830	-	574	Circovirus	BFDV	Beak and feather disease virus	Avian-1	E012_2013	Psittacula eques	2013	Mauritius
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/KT602831	KT602831	-	574	Circovirus	BFDV	Beak and feather disease virus	Avian-1	E014_2013	Psittacula eques	2013	Mauritius
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/KT602832	KT602832	-	574	Circovirus	BFDV	Beak and feather disease virus	Avian-1	E025_2013	Psittacula eques	2013	Mauritius
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/KT602833	KT602833	-	574	Circovirus	BFDV	Beak and feather disease virus	Avian-1	B036_2010	Psittacula eques	2010	Mauritius
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/KT602834	KT602834	-	574	Circovirus	BFDV	Beak and feather disease virus	Avian-1	E032_2013	Psittacula eques	2013	Mauritius
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/KT602835	KT602835	-	574	Circovirus	BFDV	Beak and feather disease virus	Avian-1	E057_2013	Psittacula eques	2013	Mauritius
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/KT602836	KT602836	-	574	Circovirus	BFDV	Beak and feather disease virus	Avian-1	E072_2013	Psittacula eques	2013	Mauritius
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/KT602837	KT602837	-	574	Circovirus	BFDV	Beak and feather disease virus	Avian-1	E079_2013	Psittacula eques	2013	Mauritius
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/KT602838	KT602838	-	574	Circovirus	BFDV	Beak and feather disease virus	Avian-1	E100_2013	Psittacula eques	2013	Mauritius
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/KT602839	KT602839	-	574	Circovirus	BFDV	Beak and feather disease virus	Avian-1	E108_2013	Psittacula eques	2013	Mauritius
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/KT602840	KT602840	-	574	Circovirus	BFDV	Beak and feather disease virus	Avian-1	E128_2013	Psittacula eques	2013	Mauritius
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/KT602841	KT602841	-	574	Circovirus	BFDV	Beak and feather disease virus	Avian-1	E140_2013	Psittacula eques	2013	Mauritius
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/KT602842	KT602842	-	574	Circovirus	BFDV	Beak and feather disease virus	Avian-1	E155_2013	Psittacula eques	2013	Mauritius
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/KT602843	KT602843	-	574	Circovirus	BFDV	Beak and feather disease virus	Avian-1	B062_2010	Psittacula eques	2010	Mauritius
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/KT602844	KT602844	-	574	Circovirus	BFDV	Beak and feather disease virus	Avian-1	B074_2010	Psittacula eques	2010	Mauritius
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/KT602845	KT602845	-	574	Circovirus	BFDV	Beak and feather disease virus	Avian-1	B112_2010	Psittacula eques	2010	Mauritius
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/KT602846	KT602846	-	574	Circovirus	BFDV	Beak and feather disease virus	Avian-1	B117_2010	Psittacula eques	2010	Mauritius
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/KT602847	KT602847	-	574	Circovirus	BFDV	Beak and feather disease virus	Avian-1	B125_2010	Psittacula eques	2010	Mauritius
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/KT602848	KT602848	-	574	Circovirus	BFDV	Beak and feather disease virus	Avian-1	C002_2011	Psittacula eques	2011	Mauritius
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/KT602849	KT602849	-	574	Circovirus	BFDV	Beak and feather disease virus	Avian-1	C038_2011	Psittacula eques	2011	Mauritius
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/KT602850	KT602850	-	574	Circovirus	BFDV	Beak and feather disease virus	Avian-1	A003_2009	Psittacula eques	2009	Mauritius
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/KT602851	KT602851	-	574	Circovirus	BFDV	Beak and feather disease virus	Avian-1	A052_2009	Psittacula eques	2009	Mauritius
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/KT602852	KT602852	-	574	Circovirus	BFDV	Beak and feather disease virus	Avian-1	A055_2009	Psittacula eques	2009	Mauritius
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/KT725805	KT725805	-	663	Circovirus	BFDV	Beak and feather disease virus	Avian-1	BA16	Psittacula krameri	2014	Bangladesh
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/KT725806	KT725806	-	663	Circovirus	BFDV	Beak and feather disease virus	Avian-1	BA24	Psittacula krameri	2014	Bangladesh
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/KT725807	KT725807	-	660	Circovirus	BFDV	Beak and feather disease virus	Avian-1	PA4	Psittacula krameri	2014	Pakistan
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/KT725808	KT725808	-	660	Circovirus	BFDV	Beak and feather disease virus	Avian-1	PA14	Psittacula krameri	2014	Pakistan
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/KT725809	KT725809	-	663	Circovirus	BFDV	Beak and feather disease virus	Avian-1	PA15	Psittacula krameri	2014	Pakistan
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/KT753527	KT753527	-	633	Circovirus	BFDV	Beak and feather disease virus	Avian-1	AR03	Psittacula krameri	2009	Mauritius
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/KT753528	KT753528	-	504	Circovirus	BFDV	Beak and feather disease virus	Avian-1	AR20	Psittacula krameri	2009	Mauritius
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/KT753529	KT753529	-	633	Circovirus	BFDV	Beak and feather disease virus	Avian-1	AR21	Psittacula krameri	2009	Mauritius
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/KX449321	KX449321	-	1995	Circovirus	BFDV	Beak and feather disease virus	Avian-1	CS15-3981-RCP-WA-2015	Purpureicephalus spurius	2015	Australia
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/KX500101	KX500101	-	1996	Circovirus	BFDV	Beak and feather disease virus	Avian-1	CS15-3551-QLD	Haliaeetus leucogaster	2015	Australia
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/KX500102	KX500102	-	1993	Circovirus	BFDV	Beak and feather disease virus	Avian-1	CS15-3289-NSW	Falco peregrinus	2015	Australia
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/KX500104	KX500104	-	1995	Circovirus	BFDV	Beak and feather disease virus	Avian-1	CS15-3775-NSW	Corvus coronoides	2015	Australia
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/KY189054	KY189054	-	1995	Circovirus	BFDV	Beak and feather disease virus	Avian-1	KAT-SCC-140529-VIC-2014	Cacatua galerita	2014	Australia
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/KY189055	KY189055	-	1995	Circovirus	BFDV	Beak and feather disease virus	Avian-1	KAT-SCC-140219-VIC-2014	Cacatua galerita	2014	Australia
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/KY189058	KY189058	-	1993	Circovirus	BFDV	Beak and feather disease virus	Avian-1	KAT-LC-140717-VIC-2014	Cacatua sanguinea	2014	Australia
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/KY189059	KY189059	-	1993	Circovirus	BFDV	Beak and feather disease virus	Avian-1	KAT-LC-140694-VIC-2014	Cacatua sanguinea	2014	Australia
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/KY189060	KY189060	-	1993	Circovirus	BFDV	Beak and feather disease virus	Avian-1	KAT-LC-140616-VIC-2014	Cacatua sanguinea	2014	Australia
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/KY189061	KY189061	-	1997	Circovirus	BFDV	Beak and feather disease virus	Avian-1	KAT-LC-140609-VIC-2014	Cacatua sanguinea	2014	Australia
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/KY189062	KY189062	-	1993	Circovirus	BFDV	Beak and feather disease virus	Avian-1	KAT-ERL-150116-VIC-2015	Platycercus eximius	2015	Australia
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/KY189063	KY189063	-	1997	Circovirus	BFDV	Beak and feather disease virus	Avian-1	KAT-ERL-150115-VIC-2015	Platycercus eximius	2015	Australia
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/KY189064	KY189064	-	1997	Circovirus	BFDV	Beak and feather disease virus	Avian-1	KAT-ERL-150007-VIC-2015	Platycercus eximius	2015	Australia
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/KY189065	KY189065	-	1997	Circovirus	BFDV	Beak and feather disease virus	Avian-1	KAT-CRL-150087-VIC-2015	Platycercus elegans	2015	Australia
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/KY189066	KY189066	-	1997	Circovirus	BFDV	Beak and feather disease virus	Avian-1	KAT-CRL-150071-VIC-2015	Platycercus elegans	2015	Australia
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/KY189067	KY189067	-	1997	Circovirus	BFDV	Beak and feather disease virus	Avian-1	KAT-CRL-141173-VIC-2014	Platycercus elegans	2014	Australia
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/KY189068	KY189068	-	1992	Circovirus	BFDV	Beak and feather disease virus	Avian-1	KAT-AKP-141293-VIC-2014	Alisterus scapularis	2014	Australia
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/KY189069	KY189069	-	1997	Circovirus	BFDV	Beak and feather disease virus	Avian-1	KAT-AKP-141214-VIC-2014	Alisterus scapularis	2014	Australia
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/KY189070	KY189070	-	1993	Circovirus	BFDV	Beak and feather disease virus	Avian-1	KAT-AKP-140838-VIC-2014	Alisterus scapularis	2014	Australia
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/KY189071	KY189071	-	1993	Circovirus	BFDV	Beak and feather disease virus	Avian-1	KAT-AKP-140670-VIC-2014	Alisterus scapularis	2014	Australia
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/KY189072	KY189072	-	1993	Circovirus	BFDV	Beak and feather disease virus	Avian-1	KAT-AKP-140619-VIC-2014	Alisterus scapularis	2014	Australia
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/KY189073	KY189073	-	1991	Circovirus	BFDV	Beak and feather disease virus	Avian-1	KAT-AKP-140611-VIC-2014	Alisterus scapularis	2014	Australia
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/KY189074	KY189074	-	1996	Circovirus	BFDV	Beak and feather disease virus	Avian-1	KAT-140471-CRL-VIC-2014	Platycercus elegans	2014	Australia
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/KY410348	KY410348	-	447	Circovirus	BFDV	Beak and feather disease virus	Avian-1	114_AKP_150371_VIC	Alisterus scapularis	2015	Australia
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/KY410349	KY410349	-	402	Circovirus	BFDV	Beak and feather disease virus	Avian-1	189_AKP_B30773_VIC	Alisterus scapularis	2015	Australia
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/KY410350	KY410350	-	422	Circovirus	BFDV	Beak and feather disease virus	Avian-1	33_AM_150034_VIC	Gymnorhina tibicen	2015	Australia
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/KY410351	KY410351	-	410	Circovirus	BFDV	Beak and feather disease virus	Avian-1	130_AM_150411_VIC	Gymnorhina tibicen	2015	Australia
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/KY410352	KY410352	-	383	Circovirus	BFDV	Beak and feather disease virus	Avian-1	180_AM_150490_VIC	Gymnorhina tibicen	2015	Australia
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/KY410353	KY410353	-	415	Circovirus	BFDV	Beak and feather disease virus	Avian-1	211_AM_150679_VIC	Gymnorhina tibicen	2015	Australia
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/KY410354	KY410354	-	398	Circovirus	BFDV	Beak and feather disease virus	Avian-1	194_AR_150549_VIC	Corvus coronoides	2015	Australia
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/KY410355	KY410355	-	444	Circovirus	BFDV	Beak and feather disease virus	Avian-1	192_AWI_150542_VIC	Threskiornis molucca	2015	Australia
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/KY410356	KY410356	-	392	Circovirus	BFDV	Beak and feather disease virus	Avian-1	239_BG_150703_VIC	Accipiter fasciatus	2015	Australia
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/KY410357	KY410357	-	399	Circovirus	BFDV	Beak and feather disease virus	Avian-1	217_Cockatiel_B40091_VIC	Nymphicus hollandicus	2015	Australia
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/KY410358	KY410358	-	420	Circovirus	BFDV	Beak and feather disease virus	Avian-1	253_CR_150638_VIC	Platycercus elegans	2015	Australia
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/KY410359	KY410359	-	399	Circovirus	BFDV	Beak and feather disease virus	Avian-1	401_CR_150890_VIC	Platycercus elegans	2015	Australia
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/KY410360	KY410360	-	415	Circovirus	BFDV	Beak and feather disease virus	Avian-1	261_CR_B50208_VIC	Platycercus elegans	2015	Australia
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/KY410361	KY410361	-	447	Circovirus	BFDV	Beak and feather disease virus	Avian-1	72_ER_150115_VIC	Platycercus eximius	2015	Australia
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/KY410362	KY410362	-	447	Circovirus	BFDV	Beak and feather disease virus	Avian-1	187_Galah_150503_VIC	Eolophus roseicapilla	2015	Australia
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/KY410363	KY410363	-	407	Circovirus	BFDV	Beak and feather disease virus	Avian-1	152_GG_150446_VIC	Callocephalon fimbriatum	2015	Australia
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/KY410364	KY410364	-	447	Circovirus	BFDV	Beak and feather disease virus	Avian-1	151_LK_150445_VIC	Dacelo novaeguineae	2015	Australia
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/KY410365	KY410365	-	447	Circovirus	BFDV	Beak and feather disease virus	Avian-1	153_LK_150447_VIC	Dacelo novaeguineae	2015	Australia
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/KY410366	KY410366	-	447	Circovirus	BFDV	Beak and feather disease virus	Avian-1	174_LC_150485_VIC	Cacatua sanguinea	2015	Australia
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/KY410367	KY410367	-	447	Circovirus	BFDV	Beak and feather disease virus	Avian-1	46_ML_150065_VIC	Glossopsitta concinna	2015	Australia
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/KY410368	KY410368	-	444	Circovirus	BFDV	Beak and feather disease virus	Avian-1	262_OBP_B01871_VIC	Neophema chrysogaster	2015	Australia
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/KY410369	KY410369	-	444	Circovirus	BFDV	Beak and feather disease virus	Avian-1	135_PO_150420_VIC	Ninox strenua	2015	Australia
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/KY410370	KY410370	-	447	Circovirus	BFDV	Beak and feather disease virus	Avian-1	23_RL_141266_VIC	Trichoglossus moluccanus	2014	Australia
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/KY410371	KY410371	-	416	Circovirus	BFDV	Beak and feather disease virus	Avian-1	281_SBL_B10154_VIC	Trichoglossus chlorolepidotus	2015	Australia
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/KY410372	KY410372	-	447	Circovirus	BFDV	Beak and feather disease virus	Avian-1	207_SBL_B50250_VIC	Trichoglossus chlorolepidotus	2015	Australia
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/KY410373	KY410373	-	412	Circovirus	BFDV	Beak and feather disease virus	Avian-1	288_SBL_B50355_VIC	Trichoglossus chlorolepidotus	2015	Australia
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/KY410374	KY410374	-	447	Circovirus	BFDV	Beak and feather disease virus	Avian-1	289_SBL_B50365_VIC	Trichoglossus chlorolepidotus	2015	Australia
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/KY410375	KY410375	-	408	Circovirus	BFDV	Beak and feather disease virus	Avian-1	193_SBO_150510_VIC	Ninox boobook	2015	Australia
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/KY410376	KY410376	-	420	Circovirus	BFDV	Beak and feather disease virus	Avian-1	278_SCC_150738_VIC	Cacatua galerita	2015	Australia
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/KY410377	KY410377	-	444	Circovirus	BFDV	Beak and feather disease virus	Avian-1	154_TF_150448_VIC	Podargus strigoides	2015	Australia
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/KY410378	KY410378	-	409	Circovirus	BFDV	Beak and feather disease virus	Avian-1	268_TF_150712_VIC	Podargus strigoides	2015	Australia
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/MG257487	MG257487	-	1991	Circovirus	BFDV	Beak and feather disease virus	Avian-1	PBFDV2017	Psittacus erithacus	2016	China
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/MH180298	MH180298	-	2000	Circovirus	BFDV	Beak and feather disease virus	Avian-1	-	Psittacus erithacus	2017	China
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/MH188863	MH188863	-	1995	Circovirus	BFDV	Beak and feather disease virus	Avian-1	-	parrot	2017	China
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/MH190788	MH190788	-	2000	Circovirus	BFDV	Beak and feather disease virus	Avian-1	-	Psittacus erithacus (African Grey Parrots)	2017	China
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/MH279594	MH279594	-	1991	Circovirus	BFDV	Beak and feather disease virus	Avian-1	SDpbfdvE0	African Grey Parrots	2017	China
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/MH310937	MH310937	-	1991	Circovirus	BFDV	Beak and feather disease virus	Avian-1	PBFDV-SH1163	Psittacus erithacus	2015	China
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/MK061529	MK061529	-	2000	Circovirus	BFDV	Beak and feather disease virus	Avian-1	-	budgerigar	2018	China
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/MK073896	MK073896	-	2000	Circovirus	BFDV	Beak and feather disease virus	Avian-1	-	Budgerigar	2018	China
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/MK073897	MK073897	-	2000	Circovirus	BFDV	Beak and feather disease virus	Avian-1	-	Budgerigar	2018	China
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/MK073898	MK073898	-	2000	Circovirus	BFDV	Beak and feather disease virus	Avian-1	-	Budgerigar	2018	China
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/MK120438	MK120438	-	2000	Circovirus	BFDV	Beak and feather disease virus	Avian-1	-	budgerigar	2018	China
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/MK163676	MK163676	-	1902	Circovirus	BFDV	Beak and feather disease virus	Avian-1	BFDV-LC	Cacatua sanguinea	2017	Australia
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/MK387074	MK387074	-	1992	Circovirus	BFDV	Beak and feather disease virus	Avian-1	BFDV_BDG_BD_2017_06	Melopsittacus undulatus	2017	Bangladesh
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/MK387075	MK387075	-	1991	Circovirus	BFDV	Beak and feather disease virus	Avian-1	BFDV_BDG_BD_2017_30	Melopsittacus undulatus	2017	Bangladesh
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/MK803394	MK803394	-	1998	Circovirus	BFDV	Beak and feather disease virus	Avian-1	BFDV-S3	Psittacus erithacus (African grey)	2018	Saudi Arabia
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/MK803395	MK803395	-	1991	Circovirus	BFDV	Beak and feather disease virus	Avian-1	BVDV-S4	Psittacus erithacus	2017	Saudi Arabia
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/MK803396	MK803396	-	1998	Circovirus	BFDV	Beak and feather disease virus	Avian-1	BVDV-S5	Psittacus erithacus	2017	Saudi Arabia
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/MK803397	MK803397	-	1993	Circovirus	BFDV	Beak and feather disease virus	Avian-1	BVDV-S11	Psittacus erithacus	2017	Saudi Arabia
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/MK803398	MK803398	-	1998	Circovirus	BFDV	Beak and feather disease virus	Avian-1	BVDV-S12	Psittacus erithacus	2017	Saudi Arabia
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/MK803400	MK803400	-	1998	Circovirus	BFDV	Beak and feather disease virus	Avian-1	BVDV-S19	Melopsittacus undulatus	2017	Saudi Arabia
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/MK803401	MK803401	-	1991	Circovirus	BFDV	Beak and feather disease virus	Avian-1	BVDV-S20	Cacatua alba (cockatoo)	2017	Saudi Arabia
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/MK803402	MK803402	-	1991	Circovirus	BFDV	Beak and feather disease virus	Avian-1	BVDV-S21	Psittacus erithacus	2017	Saudi Arabia
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/MK803403	MK803403	-	1998	Circovirus	BFDV	Beak and feather disease virus	Avian-1	BVDV-S24	Psittacus erithacus	2017	Saudi Arabia
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/MK803404	MK803404	-	1968	Circovirus	BFDV	Beak and feather disease virus	Avian-1	BVDV-S25	Psittacus erithacus	2018	Saudi Arabia
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/MK803405	MK803405	-	2000	Circovirus	BFDV	Beak and feather disease virus	Avian-1	BVDV-S26	Indian parakeet	2018	Saudi Arabia
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/MK803406	MK803406	-	2000	Circovirus	BFDV	Beak and feather disease virus	Avian-1	BVDV-S27	Nymphicus hollandicus (cockatiel)	2018	Saudi Arabia
